locality,publications,bin_idx,bin_label,n_samples,n_pairs,median_pmr,lat,lon,region,migratory_distance_km
"Gubakút (Heves County, Füzesabony, Falu)",GelabertReichNatHumBehav2024,1,"10,000-5,000 BP",6,15,0.25265,47.74794500000001,20.412493,europe,4660.3
"Ripabianca di Monterado (Centro, Marche, Ancona)",AkbariReichNature2026; AntonioPritchardScience2019,1,"10,000-5,000 BP",4,6,0.252708,43.722396,13.033897,europe,4963.1
"Polgár-Ferenci-hát (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; GambaPinhasiNatComm2014; GelabertReichNatHumBehav2024; HarneyPinhasiGenomeRes2021; MathiesonReichNature2015,1,"10,000-5,000 BP",47,1018,0.252801,47.84646400000001,21.14942900000001,europe,4633.5
"Nitra-Horné-Krškany (Nitra Region, Nitra District, Nitra)",AkbariReichNature2026; GelabertReichNatHumBehav2024,1,"10,000-5,000 BP",50,836,0.252871,48.283312,18.085484,europe,4824.3
"Anghelu Ruju (Sardinia, Sassari Province)",AkbariReichNature2026; FernandesReichNatEcolEvol2020,1,"10,000-5,000 BP",7,18,0.25299,40.626667,8.323056,europe,5351.6
Veszprém-Jutasi-út (Veszprém County),LipsonReichNature2017,1,"10,000-5,000 BP",5,5,0.253164,47.102645,17.912987,europe,4750.9
"Potočani (Požega-Slavonia County, Općina Velika)",NovakReichPLoSOne2021,1,"10,000-5,000 BP",38,576,0.253166,45.44820000000001,17.638799999999993,europe,4671.9
"Raschoille Cave (Scotland, Argyll and Bute, Oban)",AkbariReichNature2026; BraceBarnesNatEcolEvol2019; OlaldeReichNature2018,1,"10,000-5,000 BP",8,27,0.253204,56.403333,-5.478056,europe,6647.3
"Niedertiefenbach (Rheinland-Pfalz, Koblenz, Rhein-Lahn-Kreis)",ImmelKrause-KyoraCommunBiol2021,1,"10,000-5,000 BP",39,727,0.253219,50.442,8.136000000000005,europe,5554.9
"Jentilarri (Basque Country, Gipuzkoa, Beasain)",OlaldeReichScience2019,1,"10,000-5,000 BP",4,6,0.253318,43.0866,-2.2154,europe,6191.0
"Stuttgart-Mühlhausen-1 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",RivollatHaakSciAdv2020,1,"10,000-5,000 BP",18,113,0.253335,48.78,9.18,europe,5408.4
"Fossato di Stretto Partana (Sicily, Trapani, Partanna)",AkbariReichNature2026; FernandesReichNatEcolEvol2020,1,"10,000-5,000 BP",4,6,0.253365,37.724,12.916,europe,5043.6
"Igren'-8 (Dnieperpetrovsk Oblast, Dnieper District, Dnieper Municipality)",AllentoftWillerslevNature2024; NikitinReichNature2025; PosthKrauseNature2023,1,"10,000-5,000 BP",5,9,0.253367,48.44357,35.11592,europe,4698.2
Primrose Grange (Sligo County),Sánchez-QuintoJakobssonPNAS2019,1,"10,000-5,000 BP",10,32,0.253385,54.2469,-8.55609,europe,6761.6
"Grotta dell'Uzzo (Sicily, Trapani, San Vito Lo Capo)",YuKrauseiScience2022,1,"10,000-5,000 BP",17,119,0.253407,38.1101,12.7866,europe,5040.0
"Apc-Berekalya-1 (Heves County, Hatvan)",AkbariReichNature2026; GelabertReichNatHumBehav2024; MathiesonReichNature2015; RohlandReichGenomeRes2022,1,"10,000-5,000 BP",4,6,0.253428,47.796249,19.681001,europe,4701.4
"Kolín-Šťáralka (Central Bohemian Region, Kolín District)",PapacHaakSciAdv2021,1,"10,000-5,000 BP",6,10,0.253482,50.00873000000001,15.23091,europe,5106.9
"Polgár-Basatanya (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",30,435,0.253572,47.816775,21.100547,europe,4633.2
"Urziceni (Satu Mare County, Urziceni)",AkbariReichNature2026; HarneyPinhasiGenomeRes2021; LazaridisReichScience2022; MathiesonReichNature2018; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",76,2617,0.253592,47.7467,22.395000000000003,europe,4570.6
"Pusztataskony-Ledence-I (Jász-Nagykun-Szolnok County, Kunhegyes)",LipsonReichNature2017,1,"10,000-5,000 BP",8,20,0.253622,47.45925,20.51282,europe,4631.4
"Budapest-Albertfalva-Hunyadi János út (Pest County, XI kerület)",Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",4,6,0.253783,47.440674,19.040732,europe,4708.6
"Budakalász-Luppa-csárda (Pest County, Szentendre)",AkbariReichNature2026; LipsonReichNature2017,1,"10,000-5,000 BP",4,6,0.254083,47.620941,19.04494,europe,4721.9
"Makotřasy (Central Bohemian Region, Kladno District)",AkbariReichNature2026; PapacHaakSciAdv2021,1,"10,000-5,000 BP",20,190,0.254146,50.145765999999995,14.221421000000001,europe,5172.2
"Oslonki (Kuyavian-Pomeranian Province, Radziejów County, Osięciny)",FernandesPinhasiSciRep2018,1,"10,000-5,000 BP",5,10,0.254355,52.616665999999995,18.8,europe,5165.2
"Turjános-dülö (Pest County, Cegléd)",LipsonReichNature2017; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",4,6,0.254381,47.189141,20.004795,europe,4636.4
Poulnabrone (Clare County),CassidyBradleyNature2020,1,"10,000-5,000 BP",12,66,0.25442,53.048660000000005,-9.140049000000001,europe,6771.2
"Polgár-Csőszhalom (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",28,378,0.254575,47.866493,21.116581,europe,4636.8
"Aszód-Papiföldek (Pest County, Aszód)",Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",22,205,0.254752,47.671155,19.476136,europe,4702.3
"Mont-Aimé-hypogée-2 (Grand Est Region, Marne Department, Épernay Arrondissement)",Seguin-OrlandoOrlandoCurrBiol2021,1,"10,000-5,000 BP",6,10,0.254777,48.858472,3.995887,europe,5768.9
"Cabeço da Arruda I (Lisbon, Torres Vedras)",MartinianoBradleyPLosGenet2017; OlaldeReichScience2019,1,"10,000-5,000 BP",4,6,0.255189,39.110833,-8.663583,europe,6803.3
"Tell-Kurdu (Hatay, Reyhanlı)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",6,7,0.255246,36.329405,36.444255,asia,3312.8
"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",AkbariReichNature2026; LazaridisReichScience2022; MathiesonReichNature2018; RohlandReichGenomeRes2022,1,"10,000-5,000 BP",10,45,0.255383,43.16089,25.883410000000005,europe,3995.7
"Alepotrypa Cave (Lakonia, Mani, Diros Bay)",AkbariReichNature2026; LazaridisStamatoyannopoulosNature2017; MathiesonReichNature2018,1,"10,000-5,000 BP",5,10,0.255539,36.638333,22.3825,europe,4385.4
Parknabinnia (Clare County),CassidyBradleyNature2020,1,"10,000-5,000 BP",11,55,0.255628,52.985499,-9.111453999999998,europe,6768.0
"Peki'in (Upper Galilee, Akko)",AkbariReichNature2026; HarneyReichNatComm2018; LazaridisReichNature2025,1,"10,000-5,000 BP",22,210,0.255713,32.974166999999994,35.33138899999999,asia,2973.2
"Lepenski-Vir (Bor District, Majdanpek Municipality, Boljetin)",AkbariReichNature2026; AllentoftWillerslevNature2024; MarchiExcoffierCell2022; MathiesonReichNature2018,1,"10,000-5,000 BP",7,13,0.256028,44.552924000000004,22.027563000000004,europe,4325.8
"Grotta Continenza (Abruzzo, L'Aquila)",AntonioPritchardScience2019,1,"10,000-5,000 BP",7,21,0.256064,41.958000000000006,13.5445,europe,4906.1
"Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)",GelabertPinhasiSciRep2022; NikitinReichNature2025,1,"10,000-5,000 BP",29,282,0.256772,48.7889,25.871499999999997,europe,4580.7
"Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)",LazaridisReichScience2022; MathiesonReichNature2018,1,"10,000-5,000 BP",11,35,0.256863,43.980000000000004,26.4,europe,4055.0
"Smyadovo (Shumen Province, Smyadovo Municipality)",LazaridisReichScience2022; MathiesonReichNature2018,1,"10,000-5,000 BP",8,20,0.25713,43.057778,26.983611,europe,3942.4
"Arslantepe (Malatya, Battalgazi)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",18,152,0.258108,38.381944,38.36111100000001,asia,3597.0
"Çamlıbel-Tarlası (Çorum, Boğazkale)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",12,66,0.258204,40.019745,34.58612900000001,asia,3606.7
"Kurganny-1 (Stavropol Krai, Kirovsky Municipality)",GhalichiHaakNature2024,1,"10,000-5,000 BP",6,12,0.258823,44.02,43.889,asia,4374.8
"Ilıpınar (Bursa, Orhangazi)",LazaridisReichNature2025; LazaridisReichScience2022,1,"10,000-5,000 BP",6,14,0.259131,40.48,29.295999999999996,asia,3621.4
"Dlinnaya-Polyana (Adygea Republic of, Maykopsky District, Klady)",AkbariReichNature2026; WangHaakNatComm2019,1,"10,000-5,000 BP",4,6,0.259269,44.385019,40.394588,asia,4246.1
"Areni-1 (Vayots Dzor Province, Areni Municipality)",AkbariReichNature2026; LazaridisReichNature2016,1,"10,000-5,000 BP",5,10,0.259801,39.731573,45.202743,asia,4130.4
"Mayaky (Odesa Oblast, Bilyaivs'kyi District, Mayaky Municipality)",NikitinReichNature2025; PenskeHaakNature2023,1,"10,000-5,000 BP",11,49,0.259807,46.397,30.271999999999995,europe,4325.9
Usatove-Bolšoj Kujalnik (Odessa Oblast),PenskeHaakNature2023,1,"10,000-5,000 BP",4,6,0.259825,46.52603,30.63042,europe,4348.3
"Kartal (Lower Danube, Odesa)",PenskeHaakNature2023,1,"10,000-5,000 BP",8,28,0.260705,45.32,28.412,europe,4180.2
"Seh Gabi (Kermanshah Province, Kangavar County)",LazaridisReichNature2016; LazaridisReichNature2025,1,"10,000-5,000 BP",6,15,0.26117,34.5,47.96,asia,4115.1
"Maryinskaya-5 (Stavropol Krai, Kirovsky Municipality)",WangHaakNatComm2019,1,"10,000-5,000 BP",4,5,0.262325,43.905354,43.521883,asia,4346.1
"Shah Tepe (Golestan Province, Gorgan Plain)",KoptekinSomelCurrBiol2023,1,"10,000-5,000 BP",9,36,0.265599,28.33,56.87,asia,4959.4
"Cueva Calero (Matanzas, Cardenas)",NägeleSchroederScience2020,2,"5,000-2,000 BP",4,5,0.171166,23.049639,-81.317111,americas,20013.3
"Canimar Abajo (Northwestern Cuba, Matanzas)",NägeleSchroederScience2020,2,"5,000-2,000 BP",8,26,0.173756,23.038,-81.497,americas,20003.3
"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",WangReichNature2021,2,"5,000-2,000 BP",5,10,0.186383,35.55,140.157,asia,12074.3
"Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)",FerrazPosthNatEcolEvol2023; PosthReichCell2018,2,"5,000-2,000 BP",17,115,0.188609,-28.590394,-48.960083,americas,26710.4
Xiaohe (Xinjiang),ZhangCuiNature2021,2,"5,000-2,000 BP",11,51,0.191419,40.336400000000005,88.6725,asia,7718.5
"Naton Beach Site (Guam, Tamuning-Tumon-Harmon Municipality, Tamuning)",LiuReichScience2022,2,"5,000-2,000 BP",27,13,0.193122,13.519983000000003,144.806559,oceania,14654.5
"Praha-Ďáblice (Prague Region, Prague District)",PapacHaakSciAdv2021,2,"5,000-2,000 BP",5,10,0.197373,50.151931,14.493838,europe,5157.5
San Nicolas Island (California),ScheibKivisildScience2018,2,"5,000-2,000 BP",20,25,0.198693,33.245211000000005,-119.49956100000001,americas,17168.0
"Túmulo de Malacara (Buenos Aires Province, Ptdo. de Lobería)",Maravall-LópezNoresNature2025,2,"5,000-2,000 BP",6,15,0.200662,-38.449999999999996,-58.25,americas,27062.8
"Las Locas (Lara State, Jiménez Municipality, Quíbor Valley)",FernandesReichNature2021,2,"5,000-2,000 BP",8,28,0.200906,10.03,-69.64,americas,21912.2
Laguna de La Herrera (Madrid),KrettekPosthSciAdv2025,2,"5,000-2,000 BP",8,28,0.204151,4.7333069,-74.2827857,americas,22125.0
"El Guanaco 1 (Buenos Aires Province, Ptdo. de San Cayetano)",Maravall-LópezNoresNature2025,2,"5,000-2,000 BP",5,9,0.205516,-38.68,-59.65,americas,27011.0
"Saki Tzul (Toledo District, Maya Mountains, Bladen Nature Reserve)",KennettReichNatComm2022,2,"5,000-2,000 BP",4,5,0.206009,16.515784,-88.875258,americas,20178.3
"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",KennettReichNatComm2022,2,"5,000-2,000 BP",9,31,0.208246,16.490597,-88.911694,americas,20178.7
Teouma (Efate),LipsonReichCurrBiol2018; LipsonReichCurrBiol2020,2,"5,000-2,000 BP",8,9,0.209011,-17.786,168.37,oceania,17972.9
"CA-SBA-52 (California, Goleta, Campbell No. 2)",NakatsukaReichNature2023,2,"5,000-2,000 BP",4,6,0.20964,34.422813,-119.85675,americas,17033.1
"Tatarka-Hill (Krasnoyarsk Krai, Sharypovsky District, Bolshoye Ozero Village)",ZengReichNature2025,2,"5,000-2,000 BP",4,6,0.216897,56.0242,92.7889,asia,8000.4
Rhirhi (Mustang District),LiuJeongNatComm2022,2,"5,000-2,000 BP",4,6,0.217697,28.97,83.83,asia,7513.9
"Ladian (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",4,6,0.220289,25.94,101.88,asia,9308.8
"Verkhny-Askiz (Khakassia Republic of, Askizsky District, Verkhny-Askiz Village)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",8,27,0.223327,53.156486,90.207811,asia,7810.3
"Pingliangtai site (Henan, Huaiyang)",NingCuiNatComm2020,2,"5,000-2,000 BP",4,6,0.224057,33.7086342,114.922462,asia,10149.8
"Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)",DamgaardWillerslevScience2018; KılınçGötherströmSciAdv2021,2,"5,000-2,000 BP",7,18,0.224431,51.698333,103.70305600000003,asia,8728.2
"Ust'-Ida (Irkutsk Oblast, Bokhanskiy District, Kamenka Village)",DamgaardWillerslevNature2018,2,"5,000-2,000 BP",4,6,0.226771,53.188889,103.368056,asia,8686.0
"Dadunzi (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",6,10,0.227857,25.710000000000004,101.90999999999998,asia,9321.0
"Jicha (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",12,66,0.228313,27.339999999999993,99.09999999999998,asia,8995.1
"Gaozhai (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",14,65,0.228614,27.269999999999992,100.25,asia,9104.3
"Taldy-2 (Karaganda Region, Qarqaralı District)",DamgaardWillerslevNature2018; Gnecchi-RusconeKrauseSciAdv2021; JärveVillemsCurrBiol2019,2,"5,000-2,000 BP",4,6,0.228686,49.0981333,75.84315,asia,6753.9
Zongri (Qinghai),WangFuSciAdv2023,2,"5,000-2,000 BP",19,171,0.229338,35.29999999999999,100.40000000000002,asia,8837.3
"Duizi (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",10,7,0.230481,26.170000000000005,100.58000000000001,asia,9178.5
Malakula (Malampa Province),PosthPowellNatEcolEvol2018,2,"5,000-2,000 BP",6,5,0.231386,-16.073881,167.44778599999998,oceania,17817.5
"Xueshan (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",11,45,0.231464,24.7,103.0,asia,9465.0
"Pukagongma (Qinghai, Yushu)",WangFuSciAdv2023; WangFuScience2025,2,"5,000-2,000 BP",5,6,0.232186,33.5,95.4,asia,8448.7
"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",FlegontovSchiffelsNature2019; SikoraWillerslevNature2019; ZengReichNature2025,2,"5,000-2,000 BP",7,21,0.232663,52.9169,103.65700000000001,asia,8708.5
"Baiyangcun (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",17,55,0.232691,25.84,100.59,asia,9192.8
"XinZhi (Weifang, Changyi)",LiuFuNatComm2025,2,"5,000-2,000 BP",5,10,0.232745,36.84,119.39000000000001,asia,10383.2
"LiuJiaZhuang (Jinan, Gucheng)",LiuFuNatComm2025,2,"5,000-2,000 BP",14,91,0.233285,36.39999999999999,116.58999999999996,asia,10173.3
"TongLin (Zibo, Linzi)",LiuFuNatComm2025,2,"5,000-2,000 BP",7,18,0.23342,36.9,118.25,asia,10287.7
"Chengziya (Shandong, Jinan City, Zhangqiu District)",FangWangCellRep2025; LiuFuNatComm2025,2,"5,000-2,000 BP",7,21,0.23365,36.68099999999999,117.59900000000002,asia,10244.1
"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",JeongWarinnerCell2020,2,"5,000-2,000 BP",9,35,0.23381,46.77,111.6,asia,9399.7
"Xingyi (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",14,66,0.233996,24.19,102.81999999999996,asia,9470.0
Kyang (Manang District),LiuJeongNatComm2022,2,"5,000-2,000 BP",7,21,0.234287,28.729999999999997,84.27,asia,7562.3
"Piyangjiweng (Tibet, Ngari)",WangFuSciAdv2023,2,"5,000-2,000 BP",6,12,0.234318,31.60001,79.60000000000001,asia,7052.5
"Wadian (Henan, Yuzhou)",FangWangCellRep2025,2,"5,000-2,000 BP",8,17,0.234647,34.167,113.471,asia,10006.6
"Tanjung Pinang (North Moluccas, Morotai)",OliveiraStonekingNatEcolEvol2022,2,"5,000-2,000 BP",4,6,0.23467,2.35001,128.4,asia,13033.7
"Ksiaznice-2 (Subcarpathian Province, Mielec County, Przecław)",SchroederAllentoftPNAS2019,2,"5,000-2,000 BP",5,10,0.234775,50.2,21.4,europe,4842.2
"Qulongsazha (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",7,21,0.234777,32.300000000000004,80.03329999999998,asia,7078.3
"Dinggong (Shandong, Zouping County, Changshan Town, Dinggong Village)",FangWangCellRep2025,2,"5,000-2,000 BP",10,45,0.234916,36.786,117.82099999999998,asia,10257.7
"Grottina dei Covoloni del Broion (Veneto, Vicenza, Berici Hills)",SaupeScheibCurrBiol2021,2,"5,000-2,000 BP",4,5,0.235046,45.467615,11.58982,europe,5114.7
"Baligang (Nanyang, Dengzhou)",YangHuangNatCommun2025,2,"5,000-2,000 BP",16,120,0.235123,32.691667,112.134722,asia,9953.7
"Sangdalongguo (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",17,124,0.235299,32.3917,80.0328,asia,7076.5
"Västerbjers (Gotland, Gothem parish)",CoutinhoJakobssonAJBA2020,2,"5,000-2,000 BP",13,55,0.235366,57.58000000000001,18.699999999999996,europe,5657.5
"Gebusailu (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",12,66,0.235578,31.5856,80.09580000000001,asia,7098.9
"Wangchenggang (Henan, Dengfeng City, Gaocheng Town, Bafang Village)",FangWangCellRep2025,2,"5,000-2,000 BP",7,17,0.236067,34.458,113.03200000000001,asia,9957.1
"Leubingen-2 (Thüringen, Kyffhäuserkreis)",PenskeHaakSciRep2024,2,"5,000-2,000 BP",5,10,0.236578,51.190279,11.169722,europe,5414.2
Mebrak Tomb (Mustang District),JeongWarinnerPNAS2016; LiuJeongNatComm2022,2,"5,000-2,000 BP",11,35,0.236628,28.860000000000003,83.91999999999999,asia,7525.6
"Muttenz (Bern, Moutier)",FurtwänglerHerbigBioTechniques2020,2,"5,000-2,000 BP",5,10,0.236861,47.3122,7.384299999999999,europe,5479.9
"Lajia site (Qinghai, Minhe County, Lajia Village)",NingCuiNatComm2020,2,"5,000-2,000 BP",6,11,0.237299,36.508904,101.79648199999998,asia,8921.4
"Jiaozuoniecun site (Henan, Jiazuo City)",NingCuiNatComm2020,2,"5,000-2,000 BP",4,6,0.23737,33.8719844,113.918666,asia,10057.2
"Mygdalia (Achaea, Patras Region)",SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",7,21,0.238331,38.186889,21.776528000000003,europe,4316.6
"Jinlianshan (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",7,15,0.238487,24.699999999999996,103.0,asia,9465.0
"Jiangjialiang (Hebei Province, Zhangjiakou City, Yangyuan County, Dongcheng Town, east of Xishuidi Village)",ZhangCuiSciBull2025,2,"5,000-2,000 BP",34,222,0.239457,40.163,114.48999999999998,asia,9849.0
"Okunevo burials (Omsk Oblast, Muromtsevsky District, Okunevo Village)",ZengReichNature2025,2,"5,000-2,000 BP",10,24,0.239694,56.4576194,74.8751083,asia,6936.8
"Glazkovo (Irkutsk Oblast, Irkutsk Municipality, Lokomotiv (Cyclodrome))",KılınçGötherströmSciAdv2021; YuKrauseCell2020,2,"5,000-2,000 BP",4,6,0.239792,52.286944,104.249167,asia,8756.8
"Xisima (Henan Province, Zhengzhou City, Xingyang City)",TangWangMolBiolEvol2025,2,"5,000-2,000 BP",11,15,0.239956,34.87,113.35,asia,9967.0
Dolge njive (Šmarješke Toplice),AkbariReichNature2026; ArmitReichAntiquity2023,2,"5,000-2,000 BP",9,34,0.240579,45.867366,15.279788,europe,4857.7
"Cova d'en Pardo (Valencian community, Alicante, Planes)",Villalba-MoucoHaakSciAdv2021,2,"5,000-2,000 BP",7,13,0.241111,38.78317599999999,-0.33999999999999997,europe,6118.3
"Nikultsino (Yaroslav Oblast, Yaroslavsky District)",AkbariReichNature2026; SaagMetspaluSciAdv2021,2,"5,000-2,000 BP",6,7,0.242127,57.5292637,39.6699406,asia,5579.5
"Il'movaya-Pad' (Buryatia, Kyakhtinsky District, Ust'-Kyakhta Village)",JeongWarinnerCell2020,2,"5,000-2,000 BP",5,10,0.242628,50.497414,106.405503,asia,8935.1
"Khaptsagai (Irkutsk Oblast, Bayandayevskiy District)",YuKrauseCell2020,2,"5,000-2,000 BP",6,14,0.243189,53.04452800000001,105.510583,asia,8829.9
"Bolshoy-Oleniy-Ostrov (Murmansk Oblast, Alexandrovsk Municipality)",AllentoftWillerslevNature2024; ChildebayevaHaakCommunBiol2024; LamnidisSchiffelsNatComm2018,2,"5,000-2,000 BP",11,45,0.243706,69.22389999999999,33.4828,asia,6810.3
"Kumsay (Kyryk-Oba) (Aqtöbe Region, Muğaljar District)",LazaridisReichNature2025; NarasimhanReichScience2019,2,"5,000-2,000 BP",12,36,0.243927,49.49,58.51,asia,5611.3
"Borovyanka-17 (Omsk Oblast, Bolsherechensky District, Borovyanka Village)",AllentoftWillerslevNature2024; ZengReichNature2025,2,"5,000-2,000 BP",5,10,0.244161,55.75665300000001,74.314006,asia,6875.3
"Pikutkowo (Kuyavian-Pomeranian Province, Wrocław County, Brześć Kujawski)",FernandesPinhasiSciRep2018,2,"5,000-2,000 BP",4,6,0.244427,52.62,18.96,europe,5159.8
Chania (Crete),SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",27,298,0.245728,35.5172563,24.0149291,europe,4400.4
"Uybat-5 (Khakassia Republic of, Ust-Abakansky District)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",6,15,0.245814,53.70856100000001,90.359808,asia,7825.0
"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",OlaldeReichNature2026,2,"5,000-2,000 BP",7,19,0.246533,50.57923,5.118983,europe,5755.3
Heraklion (Crete),SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",5,10,0.246906,35.2394569,24.9883048,europe,4391.1
"Ergeninskiy-1 (Kalmykia Republic of, Ketchenerovsky District, Ergeninskiy Village)",GhalichiHaakNature2024; LazaridisReichNature2025,2,"5,000-2,000 BP",9,5,0.247118,47.11,44.49,asia,4673.8
"Landbogården (Västra Götalands län, Falköping, Falbygden)",SeersholmSikoraNature2024,2,"5,000-2,000 BP",10,35,0.247302,58.177499999999995,13.4344,europe,5867.7
"Aidonia (Peloponnese, Corinthia, Phlious Valley)",SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",9,22,0.247309,37.84083,22.5832,europe,4281.5
"Kytmanovo (Altai Krai, Kytmanovsky District, Kytmanovo Village)",AllentoftWillerslevNature2015,2,"5,000-2,000 BP",4,6,0.247599,53.456,85.447,asia,7499.7
"Tuoganbai (Xinjiang, Aletai Region, Habahe County)",KumarFuScience2022,2,"5,000-2,000 BP",6,15,0.248384,48.06001,86.42,asia,7509.6
"Arroyal I (Castilla y León, Burgos, Alfoz de Quintanadueñas)",OlaldeReichNature2018,2,"5,000-2,000 BP",5,6,0.248639,42.4,-3.75,europe,6323.8
"Kalehöyük (Kırşehir, Kaman)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",7,20,0.248945,39.34580499999999,33.78813,asia,3515.8
"Oberbipp Horgen (Bern, Wangen)",FurtwänglerHerbigBioTechniques2020,2,"5,000-2,000 BP",7,19,0.249105,47.262067,7.659835,europe,5458.4
"Serra Cabriles (Sardinia, Sassari, Sennori)",AkbariReichNature2026; FernandesReichNatEcolEvol2020; MarcusNovembreNatComm2020,2,"5,000-2,000 BP",9,36,0.24933,40.786192,8.595815,europe,5326.5
"Las Yurdinas II (Basque Country, Álava, Peñacerrada-Urizaharra)",LipsonReichNature2017; OlaldeReichScience2019,2,"5,000-2,000 BP",4,6,0.249405,42.63,-2.7,europe,6235.3
"Chaganguole (Chagangole) (Xinjiang, Aletai Region, Qinghe County)",KumarFuScience2022,2,"5,000-2,000 BP",11,50,0.249508,46.480000000000004,90.75,asia,7835.7
"PP4-Montelirio (Andalusia, Sevilla, Valencina de la Concepción)",Villalba-MoucoHaakSciAdv2021,2,"5,000-2,000 BP",11,37,0.249649,37.41092600000001,-6.059,europe,6641.4
"Boykoponura (Krasnodar Krai, Kalininsky District)",GhalichiHaakNature2024,2,"5,000-2,000 BP",8,5,0.249766,45.379643,38.76285,asia,4285.2
"Boyanovo (Yambol Province, Elhovo Municipality)",LazaridisReichScience2022; PenskeHaakNature2023,2,"5,000-2,000 BP",4,6,0.249791,42.28186,26.62944,europe,3881.1
"Lasithi (Crete, Ierapetra, Schinokapsala, Vornospilia)",AkbariReichNature2026; LazaridisStamatoyannopoulosNature2017; SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",33,497,0.249827,35.17725,25.4411,europe,4383.6
"Kivutkalns (Vidzeme Region, Salaspils District)",MittnikKrauseNatComm2018,2,"5,000-2,000 BP",10,44,0.250166,56.852,24.272,europe,5481.6
"S'Orcu ‘e Tueri (Sardinia, Nuoro, Perdasdefogu)",MarcusNovembreNatComm2020,2,"5,000-2,000 BP",9,36,0.250253,39.667222,9.426111,europe,5277.0
"Cueva de las Lechuzas (Valencian community, Alicante, Villena)",Villalba-MoucoHaakSciAdv2021,2,"5,000-2,000 BP",10,45,0.250408,38.630293,-0.8629999999999999,europe,6166.6
"Jierzankale (Jirzankal) (Xinjiang, Kashi (Kashgar) Region, Tashikuergan (Taxkorgan) County)",KumarFuScience2022,2,"5,000-2,000 BP",13,78,0.250452,37.769999999999996,75.22000000000001,asia,6578.9
"Riparo sotto roccia Su Asedazzu (Sardinia, SouthSardinia, Seulo)",MarcusNovembreNatComm2020,2,"5,000-2,000 BP",8,18,0.250715,39.870001,9.2356,europe,5288.7
"Isbister (Scotland, Orkney Islands, South Ronaldsay, Liddle)",AkbariReichNature2026; OlaldeReichNature2018; PattersonReichNature2021,2,"5,000-2,000 BP",5,6,0.250717,58.744956,-2.916882,europe,6618.8
"Aesch (Basel-Landschaft, Laufen)",FurtwänglerHerbigBioTechniques2020,2,"5,000-2,000 BP",25,300,0.250791,47.46541299999999,7.601691,europe,5468.9
"Su Grutta ’e is Bittuleris (Sardinia, South Sardinia, Seulo)",MarcusNovembreNatComm2020,2,"5,000-2,000 BP",5,5,0.250862,39.870003,9.2356,europe,5288.7
