master_id1,master_id2,genetic_id1,genetic_id2,site_overlap,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2
KH150614_KH150615,GLN210,KH150614_KH150615.SG,GLN210.AG.SG,33761,0.139629,0.139629,0.139629,ImmelCommBiol2021,RivollatNature2023,NT142.1,GLN210,"3334-3025 calBCE (4462±24 BP, KIA-53046)",5300-3900 BCE,Germany_Wartberg_LN.SG,France_N.AG.SG,"Niedertiefenbach (Rheinland-Pfalz, Koblenz, Rhein-Lahn-Kreis)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Germany,France
GLN210,NE6,GLN210.AG.SG,I1496.SG,34183,0.139689,0.139689,0.139689,RivollatNature2023,RohlandMallickGenomeResearch2022 (deep shotgun version of individual originally reported in GambaNatureCommunications2014 then MathiesonNature2018),GLN210,"HUNG352, NE6",5300-3900 BCE,"5211-4958 calBCE (6135±33 BP, MAMS-14821)",France_N.AG.SG,Hungary_MN_LBK_dup.NE6.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Apc-Berekalya-1 (Heves County, Hatvan)",France,Hungary
I21385,GLN210,I21385.AG.TW,GLN210.AG.SG,31764,0.139749,0.139749,0.139749,FowlerOlaldeNature2021,RivollatNature2023,P6465 (3978) | P6480 (3666) | P6477 (3831),GLN210,"3933-3382 calBCE (4875±80 BP, OxA-646), 3951-3641 calBCE (4970±80 BP, OxA-738), 3944-3527 calBCE (4915±80 BP, OxA-739)",5300-3900 BCE,England_N_Megalithic.AG.TW,France_N.AG.SG,"Hazleton North (England, Gloucestershire, Cheltenham)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",United Kingdom,France
SRA62,GLN210,SRA62.SG,GLN210.AG.SG,34241,0.139774,0.139774,0.139774,CassidyNature2020,RivollatNature2023,1997:62,GLN210,"4226-3961 calBCE (5227±36 BP, UB-15772)",5300-3900 BCE,Ireland_Mesolithic.SG,France_N.AG.SG,Sramore (County Leitrim),"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Ireland,France
GLN206,GLN317,GLN206.AG,GLN317.AG.SG,31324,0.139797,0.139797,0.139797,RivollatNature2023,RivollatNature2023,GLN206,GLN317,5300-3900 BCE,"4786-4547 calBCE (5815±45 BP, Lyon-4449 )",France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France
GLN227,KO1,GLN227.AG.SG,I1507.DG,34608,0.139838,0.139838,0.139838,RivollatNature2023,RohlandMallickGenomeResearch2022 (deep shotgun version of individual originally reported in GambaNatureCommunications2014 then MathiesonNature2018),GLN227,"HUNG345a, KO1",5300-3900 BCE,"5788-5640 calBCE (6835±34 BP, OxA-23757)",France_N.AG.SG,Hungary_EN_Koros_oMesolithic.DG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Tiszaszőlős-Domaháza_unknown-site-2 (Jász-Nagykun-Szolnok County, Tiszafüred)",France,Hungary
gam872,GLN210,gam872.SG,GLN210.AG.SG,34243,0.139853,0.139853,0.139853,Rodríguez-VarelaScienceDirect2023,RivollatNature2023,..,GLN210,950-1100 CE,5300-3900 BCE,Sweden_central_Late_Viking.SG,France_N.AG.SG,"Gammelbyn Börstil (Uppsala län, Östhammar)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Sweden,France
GLN210,GLN275,GLN210.AG.SG,GLN275.AG,31497,0.139886,0.139886,0.139886,RivollatNature2023,RivollatNature2023,GLN210,GLN275,5300-3900 BCE,"5027-4730 calBCE (6000±50 BP, Lyon-5882)",France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France
I6747,GLN227,I6747.AG.SG,GLN227.AG.SG,35433,0.139954,0.139954,0.139954,BraceDiekmannNatureEcologyEvolution2019,RivollatNature2023,SB 381B3,GLN227,"3645-3526 calBCE (4808±35 BP, UB-29004)",5300-3900 BCE,England_N.AG.SG,France_N.AG.SG,"Carsington Pasture Cave (England, Derbyshire, Brassington)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",United Kingdom,France
KH150630,GLN210,KH150630.SG,GLN210.AG.SG,33081,0.13999,0.13999,0.13999,ImmelCommBiol2021,RivollatNature2023,KI12,GLN210,"3487-3106 calBCE (4564±25 BP, KIA-53050)",5300-3900 BCE,Germany_Wartberg_LN.SG,France_N.AG.SG,"Niedertiefenbach (Rheinland-Pfalz, Koblenz, Rhein-Lahn-Kreis)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Germany,France
