master_id1,master_id2,genetic_id1,genetic_id2,site_overlap,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2,lat1,lon1,lat2,lon2,annotation,notes
NEO73,I1960,NEO73.SG,I1960.SG,621857,0.119238,0.118435,0.120046,AllentoftNature2024,RohlandMallickGenomeResearch2022 (deep shotgun version of individual originally reported in NarasimhanPattersonScience2019),"CGG_2_015790 (IPOS_RAS_116-2, Mergen-6, burial 1)","Tyumen50 (Kurgan 6, Mergen 6)","6370-6034 calBCE (7317±62 BP, UBA-39946)","6329-6079 calBCE (7343±29 BP) [R_combine: (7330±40 BP, Poz-82198), (7355±40 BP, OxA-33489)]",Russia_Ob_EN_KoshkinoBoborykino.SG,Russia_Tyumen_HG.SG,"Mergen-6 (Tyumen Oblast, Ishimsky District)","Mergen-6 (Tyumen Oblast, Ishimsky District)",Russia,Russia,56.0362222,69.3388611,56.0362222,69.3388611,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
I4582,rom066,I4582.AG,rom066.SG,158338,0.119933,0.118342,0.121543,MathiesonNature2018,MattilaCommBio2023,OSTCOR_32,Burial M 32,"7026-6470 calBCE (7812±69 BP) [R_combine after marine calibration: (8305±50 BP, OxA-31598), (8300±40 BP, PSUAMS-1749), (8335±45 BP, PSUAMS-1904)]","6641-6481 calBCE (8200±30 BP, Beta-458006)",Romania_IronGates_Mesolithic.AG,Romania_IronGates_Mesolithic_dup.I4582.SG,"Ostrovul-Corbului (Mehedinți County, Hinova)","Ostrovul-Corbului (Mehedinți County, Hinova)",Romania,Romania,44.517,22.722,44.517,22.722,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
I2483,I2484,I2483.AG,I2484.AG,290989,0.120207,0.119031,0.121394,TeschlerNicolaCommunicationsBiology2020,TeschlerNicolaCommunicationsBiology2020,"KR1-1 (Krems1-1, Krems-Wachtberg 2015, 151416, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 1)","Krems1-2 (Krems-Wachtberg 2015, 151554, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 2)","29094-27342 calBCE (25950±450 BP, PSUAMS-14476)",29200-27300 BCE,Austria_Gravettian.AG,Austria_Gravettian_twin.I2483.AG,"Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)","Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)",Austria,Austria,48.41,15.59,48.41,15.59,same_pub;identified_in_pub_as_identical_twins;identified_in_aadr_group_id_as_identical_twins,
I2483,I2484,I2483.AG,I2484.TW,297176,0.120309,0.119144,0.121484,TeschlerNicolaCommunicationsBiology2020,TeschlerNicolaCommunicationsBiology2020,"KR1-1 (Krems1-1, Krems-Wachtberg 2015, 151416, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 1)","Krems1-2 (Krems-Wachtberg 2015, 151554, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 2)","29094-27342 calBCE (25950±450 BP, PSUAMS-14476)",29200-27300 BCE,Austria_Gravettian.AG,Austria_Gravettian_twin.I2483.TW,"Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)","Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)",Austria,Austria,48.41,15.59,48.41,15.59,same_pub;identified_in_pub_as_identical_twins;identified_in_aadr_group_id_as_identical_twins,
YCH009,YCH049,YCH009.AG,YCH049_d.AG,150412,0.120895,0.119257,0.122552,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,20.683056,-88.568611,20.683056,-88.568611,same_pub;identified_in_pub_as_unrelated,
NEO516,IGR001,NEO516.SG,IGR001.AG,182518,0.120985,0.119497,0.122489,AllentoftNature2024,PosthYuNature2023,"CGG_2_018374|N26 (9317, Igren'-8)",Igren' 8 9317,"5640-5480 calBCE (6648±49 BP, UBA-40051)","5711-5557 calBCE (6703±31 BP, MAMS-47544)",Ukraine_Dnieper_N.SG,Ukraine_Igren_N.AG,"Igren'-8 (Dnipropetrovsk Oblast, Dnipro District, Dnipro municipality)","Igren'-8 (Dnipropetrovsk Oblast, Dnipro District, Dnipro municipality)",Ukraine,Ukraine,48.443572,35.115917,48.44357,35.11592,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
I4081,rom061,I4081.AG,rom061.SG,116904,0.121245,0.119386,0.123128,MathiesonNature2018,MattilaCommBio2023,"OSTCOR1a (Burial 2 (F4183), 1979, S VII; molar 14a) | OSTCOR1b (Burial 2 (F4183), 1979, S VII; molar 14a) | Burial 2 (F4183), 1979, S VII; molar 14a (Burial 2, 1979, S VII; molar 14a)",Burial M 2 ,"7581-7191 calBCE (8369±73 BP, OxA-31595)","7584-7491 calBCE (8800±30 BP, Beta-458007)",Romania_IronGates_Mesolithic.AG,Romania_IronGates_Mesolithic_dup.I4081.SG,"Ostrovul-Corbului (Mehedinți County, Hinova)","Ostrovul-Corbului (Mehedinți County, Hinova)",Romania,Romania,44.517,22.722,44.517,22.722,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
DA336,irk076,DA336.SG,irk076.SG,36582,0.121727,0.118416,0.125117,DamgaardScience2018,KilincSciAdv2021,"(Shamanka-2, burial 3)",irk076,2500-2000 BCE,"2284-2037 calBCE (3750±30 BP, Beta-453104)",Russia_Shamanka_EBA.SG,Russia_LakeBaikal_BA.SG,"Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)","Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)",Russia,Russia,51.698333,103.703056,51.698333,103.703056,diff_pub;unidentified_in_pub,DA336 not present in supplementary information
PES001,NEO202,PES001.SG,NEO202.SG,1014967,0.121922,0.121287,0.12256,SaagMetspaluScience2021,AllentoftNature2024,"PES001 (Peschanitsa, single burial)","CGG_2_017445|N28 (Peschanitsa, 1986)","10813-10672 calBCE (10728±59 BP, UBA-41633)","9858-9331 calBCE (10030±56 BP, UBA-40011)",Russia_Mesolithic_Veretye.SG,Russia_Mesolithic_Veretye.SG,"Peschanitsa (Arkhangelsk Oblast, Kargopolsky District)","Peschanitsa (Arkhangelsk Oblast, Kargopolsky District)",Russia,Russia,61.2312036,38.9093299,61.2312036,38.9093299,diff_pub;identified_in_pub,
KFP-31,KUP026,KFP-31.SG,KUP026.AG,578186,0.122215,0.121373,0.123062,MarotiTorokCurrBio2022,GnecchiRusconeNature2024,KFPper31(30b),Kunp_30B,625-675 CE,580-670 CE,Hungary_EarlyAvar.SG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszériút-Homokbánya (Pest County, Dabas)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,47.21897,19.37753,47.127,19.261,diff_pub;diff_site;unidentified_in_pub;potential_aadr_skeletal_code_match,
RISE554,NEO70,RISE554.SG,NEO70.SG,64941,0.12228,0.119783,0.124822,AllentoftNature2015,AllentoftNature2024,"(CGG_2_011884, Afontova-Gora)","CGG_2_011861 (SR-8461, Bazaiha, ind. 4)","1009-835 calBCE (2782±30 BP, OxA-31141)","1192-936 calBCE (2880±25 BP, UCIAMS-147675)",Russia_Yenisei_LBA_2.SG,Russia_Yenisei_LBA_Karasuk.SG,"Afontova-Gora (Krasnoyarsk Krai, Krasnoyarsk municipality)","Bazaikha (Krasnoyarsk Krai, Krasnoyarsk municipality)",Russia,Russia,56.016,92.866,55.990333,92.851,diff_pub;diff_site;identified_in_pub,
YCH009,YCH049,YCH009.AG,YCH049.AG,439500,0.122922,0.121954,0.123896,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,20.683056,-88.568611,20.683056,-88.568611,same_pub;identified_in_pub_as_unrelated,
I8295,NEO230,I8295.AG,NEO230.SG,73016,0.123055,0.120692,0.125458,FlegontovNature2019,SikoraNature2019,"Mos105 (Specimen 32, 151)",NEO230,"2620-2480 calBCE (4035±20 BP, PSUAMS-5333)","3022-2789 calBCE (4298±39 BP, UBA-33760)",Russia_UstBelaya_Angara_o.AG,Russia_UstBelaya_EBA.SG,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)","Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)",Russia,Russia,52.916944,103.657222,52.916944,103.657222,diff_pub;unidentified_in_pub,
YCH009,YCH049,YCH009_d.AG,YCH049_d.AG,62455,0.123161,0.120607,0.125761,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,20.683056,-88.568611,20.683056,-88.568611,same_pub;identified_in_pub_as_unrelated,
YCH009,YCH049,YCH009_d.AG,YCH049.AG,163788,0.123434,0.12185,0.125036,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,20.683056,-88.568611,20.683056,-88.568611,same_pub;identified_in_pub_as_unrelated,
I5890,ukr113,I5890.AG,ukr113_d.SG,41591,0.124258,0.121122,0.127463,MathiesonNature2018,MattilaCommBio2023,"Mos51 (Deriivka-1, burial 87)","Deriivka-60, cemetery 1, skeleton 87","5291-5058 calBCE (6210±20 BP, PSUAMS-2830)","4836-4687 calBCE (6380±30 BP, Beta-445792)",Ukraine_N.AG,Ukraine_N_dup.I5890_1d.rel.I5879.SG,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)","Deriivka (Kirovohrad Oblast, Oleksandriia District)",Ukraine,Ukraine,48.91422,33.76493,48.91422,33.76493,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
S_Japanese-3,NA18940,S_Japanese-3.DG,NA18940.DG,1073602,0.124449,0.123826,0.125075,MallickNature2016,1KGPhase3,S_Japanese-3,..,present,present,Japanese.DG,JPT.DG,Tokyo,Tokyo,Japan,Japan,37.85001,139.001,37.85001,139.001,diff_pub;identified_in_pub,
YPN032,YPN033,YPN032.SG,YPN033.SG,70072,0.124772,0.122345,0.127239,CarlhoffKrauseNatComm2023,CarlhoffKrauseNatComm2023,YN1-MHS'05,YN1#19/18,200-450 CE,200-450 CE,Thailand_YappaNhae_1_LogCoffin_IA.SG,Thailand_YappaNhae_1_LogCoffin_IA.SG,Yappa Nhae 1 (Mae Hong Son Province),Yappa Nhae 1 (Mae Hong Son Province),Thailand,Thailand,19.6,98.25,19.6,98.25,same_pub;identified_in_pub,
A1821,KUP002,A1821.AG,KUP002.AG,640776,0.124775,0.123968,0.125587,GnecchiRusconeCell2022,GnecchiRusconeNature2024,3 (AC21),Kunp_03,630-670 CE,580-670 CE,Hungary_DanubeTisza_EarlyAvar.AG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszéri-út (Bács-Kiskun County, Kunszentmiklós)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,47.077494,19.242593,47.127,19.261,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
A1822,KUP005,A1822.AG,KUP005.AG,860442,0.124787,0.12409,0.125487,GnecchiRusconeCell2022,GnecchiRusconeNature2024,8 (AC22),Kunp_08,630-670 CE,580-670 CE,Hungary_DanubeTisza_EarlyAvar.AG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszéri-út (Bács-Kiskun County, Kunszentmiklós)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,47.077494,19.242593,47.127,19.261,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
NEO559,KVH001,NEO559.SG,KVH001.AG,69543,0.126512,0.124062,0.129003,AllentoftNature2024,PosthYuNature2023,"CGG_2_018417|N6 (Karavaikha, burial 6)",8622 (Karavaikha),"6637-6451 calBCE (7690±40 BP, UBA-40074)","6466-6386 calBCE (7560±28 BP, MAMS-38999)",Russia_Mesolithic_Veretye.SG,Russia_Mesolithic_Veretye.AG,"Karavaikha (Vologda Oblast, Kirillovsky District, Karavaikha Village)","Karavaikha (Vologda Oblast, Kirillovsky District, Karavaikha Village)",Russia,Russia,60.467835,38.900615,60.4565,38.639056,diff_pub;unidentified_in_pub,
KFP-30a,KUP025,KFP-30a.SG,KUP025.AG,773213,0.127512,0.12677,0.128257,MarotiTorokCurrBio2022,GnecchiRusconeNature2024,KFPper30a(30a),Kunp_30A,630-660 CE,580-670 CE,Hungary_EarlyAvar.SG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszériút-Homokbánya (Pest County, Dabas)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,47.21897,19.37753,47.127,19.261,diff_pub;diff_site;unidentified_in_pub;potential_aadr_skeletal_code_match,
I5890,ukr113,I5890.AG,ukr113.SG,157521,0.12785,0.12621,0.129508,MathiesonNature2018,MattilaCommBio2023,"Mos51 (Deriivka-1, burial 87)","Deriivka-60, cemetery 1, skeleton 87","5291-5058 calBCE (6210±20 BP, PSUAMS-2830)","4836-4687 calBCE (6380±30 BP, Beta-445792)",Ukraine_N.AG,Ukraine_N_contam_dup.I5890_1d.rel.I5879.SG,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)","Deriivka (Kirovohrad Oblast, Oleksandriia District)",Ukraine,Ukraine,48.91422,33.76493,48.91422,33.76493,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
I18794,BOY019,I18794.AG,BOY019.AG,47038,0.128726,0.12573,0.131783,LazaridisAlpaslanRoodenbergScience2022,PenskeHaakNature2023,Boyanovo 2010; Mound 3 Grave no. 4,"Mound 3(6009), Grave 4","2899-2697 calBCE (4213±24 BP, BRAMS-6664)","2898-2697 calBCE (4212±24 BP, MAMS-47230 )",Bulgaria_EBA_Yamnaya.AG,Bulgaria_Boyanovo_EBA.AG,"Boyanovo (Yambol province, Elhovo municipality)","Boyanovo (Yambol province, Elhovo municipality)",Bulgaria,Bulgaria,42.281,26.63425,42.28186,26.62944,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,two publications could potentially correspond to publication1
I12365,I12367,I12365.AG,I12367.AG,155554,0.128888,0.127232,0.130562,NakatsukaLuisiNatureCommunications2020,NakatsukaLuisiNatureCommunications2020,55JM,57JM,"1150-1270 calCE (960±20 BP, PSUAMS-6684)","1200-1300 calCE (895±25 BP, PSUAMS-6686)",Argentina_NorthTierradelFuego_Selknam_500BP_brother.I12367.AG,Argentina_NorthTierradelFuego_Selknam_500BP.AG,Margen Sur (North Tierra del Fuego),Margen Sur (North Tierra del Fuego),Argentina,Argentina,-53.82,-67.65,-53.82,-67.65,same_pub;identified_in_pub_as_1st_deg;identified_in_aadr_group_id_as_1st_deg,
Sumidouro6,Sumidouro4,Sumidouro6_d.SG,Sumidouro4_d.SG,87701,0.128904,0.126702,0.131138,MorenoMayarScience2018,MorenoMayarScience2018,"SH-10, ZMK1/1845:2350","SH-16, ZMK1/1845:1510, 8","8281-7956 calBCE (8990±50 BP, OxA-33337)","8290-7961 calBCE (9015±45 BP, OxA-33336)",Brazil_MG_C_Sumidouro_EH_HG_10100BP.SG,Brazil_MG_C_Sumidouro_EH_HG_10100BP.SG,"Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)","Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)",Brazil,Brazil,-19.54,-43.94,-19.54,-43.94,same_pub;unidentified_in_pub,
SOP002,NEO306,SOP002.SG,NEO306.SG,120446,0.129353,0.127469,0.13126,SaagMetspaluScience2021,AllentoftNature2024,SOP002,"CGG_2_018138|N16 (box.77, Sope-2, juvenile)","2865-2494 calBCE (4090±35 BP, Poz-10827)","2623-2473 calBCE (4036±23 BP, UBA-40032; Poz-10827)",Estonia_IdaViru_CordedWare_Neolithic_dup.NEO306.SG,Estonia_CWC.SG,"Sope (Ida-Viru County, Lüganuse Municipality, Jabara Village)","Sope (Ida-Viru County, Lüganuse Municipality, Jabara Village)",Estonia,Estonia,59.417563,27.041379,59.417563,27.041379,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
tai002,LD2,tai002.SG,LD2.AG,93813,0.130142,0.128004,0.13231,LarenaJakobbsonPNAS2021,YangScience2020,"LSSW-I, Mo2 ",Liangdao2,5640-5560 calBCE,5640-5610 calBCE,Taiwan_Liangdao_8000BP.SG,China_SEastAsia_Island_EN.AG,Liangdao,Liang Island (Matsu),Taiwan,China,26.34,120.22,26.3,120.2,diff_pub;identified_in_pub,
I4167,POP07,I4167.AG,POP07.SG,44462,0.130516,0.127417,0.133679,MathiesonNature2018,FreilichPinhasiScientificReports2021,GEN_69,SU676 U503,"4792-4552 calBCE (5830±40 BP, Poz-90127)","4792-4552 calBCE (5830±40 BP, Poz-90127)",Croatia_N_Starcevoup.POP07.AG,Croatia_Popova_MN.SG,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)","Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",Croatia,Croatia,45.7663,18.5717,45.7663,18.5717,diff_pub;identified_in_pub;identified_in_aadr_group_id,
HAD018,HAD001,HAD018.AG,HAD001.SG,721955,0.131335,0.130558,0.132116,GretzingerNature2022,GretzingerNature2022,..,..,400-1100 CE,400-1100 CE,England_Saxon.AG,England_Saxon.SG,"Hatherdene (England, Cambridgeshire)","Hatherdene (England, Cambridgeshire)",United Kingdom,United Kingdom,52.2,0.2,52.2,0.2,same_pub;identified_in_pub,
PM1,Muierii2,PM1.SG,Muierii2_d.AG,64806,0.131963,0.129379,0.134591,SvenssonJakobssonCurrBio2021,FuNature2016,PM1,Muierii2,"32735-32181 calBCE (29940±167 BP) [R_combine: (30150±800 BP, LuA-5228), (29930±170 BP, OxA-15529)]","32735-32181 calBCE (29940±167 BP) [R_combine: (30150±800 BP, LuA-5228), (29930±170 BP, OxA-15529)]",Romania_UP_Muierri.SG,Romania_UP_Muierri.AG,"Peştera-Muierilor (Gorj County, Baia de Fier)","Peştera-Muierilor (Gorj County, Baia de Fier)",Romania,Romania,45.192,23.754,45.192,23.754,diff_pub;identified_in_pub,
LEU026,LEU051,LEU026.AG,LEU051.AG,63472,0.132342,0.129728,0.135,PenskeSciRep2024,PenskeSciRep2024,"2029-1, LEU02651","2029-1, LEU02651",2200-1700 BCE,2200-1700 BCE,Germany_EBA_Unetice.AG,Germany_EBA_Unetice.AG,"Leubingen-1 (Thüringen, Kyffhäuserkreis)","Leubingen-1 (Thüringen, Kyffhäuserkreis)",Germany,Germany,51.190278,11.169722,51.190278,11.169722,same_pub;identified_in_pub;potential_aadr_skeletal_code_match,
I12774,CE004,I12774.AG,CE004.SG,44057,0.132465,0.129331,0.135662,PattersonNature2021,DuliasPNAS2022,"TB 102, CPC-02-Y-062",CPC98-002,"758-416 calBCE (2460±30 BP, OxA-29233)","387-205 calBCE (2240±24 BP, OxA-28865)",England_EIA_highEEF.AG,England_Derbyshire_IA_oEEF.SG,"Carsington Pasture Cave (England, Derbyshire, Brassington)","Carsington Pasture Cave (England, Derbyshire)",United Kingdom,United Kingdom,53.079803,-1.640942,53.079803,-1.640942,diff_pub;unidentified_in_pub,
RKF165,RKF280,RKF165.AG,RKF280.AG,461725,0.132841,0.131865,0.133823,GnecchiRusconeNature2024,GnecchiRusconeNature2024,8A_403/503,RKF280,580-804 CE,580-804 CE,Hungary_Avar.AG,Hungary_Avar.AG,"Rákóczifalva-Bagi-földek (Jász-Nagykun-Szolnok Coiunty, Szolnok)","Rákóczifalva-Bagi-földek (Jász-Nagykun-Szolnok Coiunty, Szolnok)",Hungary,Hungary,47.075,20.226,47.075,20.226,same_pub;identified_in_pub,
C390,C391,C390.AG,C391.AG,394161,0.132842,0.131786,0.133905,KumarFuScience2022,KumarFuScience2022,C390,C391,223-375 calCE,1-400 CE,China_Xinjiang_Hetian_Historical.AG,China_Xinjiang_Hetian_Historical.AG,"Hetian (Xinjiang, Hetian Region, Luopu County)","Hetian (Xinjiang, Hetian Region, Luopu County)",China,China,36.97,79.94,36.97,79.94,same_pub;unidentified_in_pub,
C2034,AYIM22BY,C2034.AG,AYIM22BY.SG,310859,0.133202,0.132012,0.134401,KumarFuScience2022,ZhangNature2021,C2034,AYIM22BY,2624-2472 calBCE,"2844-2474 calBCE (4060±30 BP, Beta)",China_Xinjiang_Ayituohan_BA_Afanasievo.AG,China_Xinjiang_Ayituohan_BA_Afanasievo.SG,"Ayituohan (Xinjiang, Aletai Region, Habahe County)","Ayituohan (Xinjiang, Aletai Region, Habahe County)",China,China,48.2856,86.2708,48.2856,86.2708,diff_pub;identified_in_pub,
R3476,R3477,R3476.SG,R3477.SG,368887,0.133374,0.132281,0.134475,AntonioeLife2024,AntonioeLife2024,CHHIM1998; B-Nanitx; TEETH(3),CHHIM 1998; B-Nanitx; SKULL A,"435-575 calCE (1550±15 BP, UCIAMS-235945)","434-565 calCE (1560±15 BP, UCIAMS-235944)",Lebanon_Chhim_Phoenician.SG,Lebanon_Chhim_Phoenician.SG,Chhim,Chhim,Lebanon,Lebanon,33.622519,35.499985,33.622519,35.499985,same_pub;identified_in_pub;potential_aadr_skeletal_code_match,
MJ-51,TAL003,MJ-51.SG,TAL003.AG,85398,0.133411,0.131147,0.135708,JarveCurrentBiology2019,GnecchiRusconeScienceAdvances2021,UT-17-17,TAL003.A,"775-486 calBCE (2490±30 BP, Poz-)",700-500 BCE,Kazakhstan_Central_Saka_father.or.son.DA13.SG,Kazakhstan_Tasmola_EIA.AG,"Taldy-2 (Karaganda Region, Qarqaralı district)","Taldy-2 (Karaganda Region, Qarqaralı district)",Kazakhstan,Kazakhstan,49.0981333,75.84315,49.0981333,75.84315,diff_pub;unidentified_in_pub,same archaeological ID in supplements
R9818,R9823,R9818.SG,R9823.SG,438026,0.133435,0.132431,0.134445,AntonioeLife2024,AntonioeLife2024,"Chhim, B7 (10)","Chhim, B teeth (2)","577-642 calCE (1465±15 BP, UCIAMS-235942)","599-648 calCE (1440±15 BP, UCIAMS-235943)",Lebanon_Chhim_Phoenician.SG,Lebanon_Chhim_Phoenician.SG,Chhim,Chhim,Lebanon,Lebanon,33.622519,35.499985,33.622519,35.499985,same_pub;identified_in_pub,
I4168,POP14,I4168.AG,POP14.SG,160687,0.133595,0.13194,0.135267,MathiesonNature2018,FreilichPinhasiScientificReports2021,GEN_70,SU1345 U644,"4777-4538 calBCE (5790±40 BP, Poz-90128)","4777-4538 calBCE (5790±40 BP, Poz-90128)",Croatia_MN_Sopotup.POP14.AG,Croatia_Popova_MN.SG,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)","Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",Croatia,Croatia,45.7663,18.5717,45.7663,18.5717,diff_pub;identified_in_pub;identified_in_aadr_group_id,
KFJ014,KFJ015,KFJ014.AG,KFJ015.AG,533872,0.133755,0.132844,0.134671,GnecchiRusconeNature2024,GnecchiRusconeNature2024,KFülöp13,KFülöp15,670-804 CE,670-804 CE,Hungary_MiddleLateAvar.AG,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)","Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,Hungary,46.751,19.738,46.751,19.738,same_pub;identified_in_pub,
I7029,CHN003,I7029.AG,CHN003.AG,330858,0.134351,0.133193,0.135517,WangNature2021,JeongCell2020,"MONU_141 (AT_141, Grave #53, Burial 2)",AT-141,"356-172 calBCE (2186±16 BP) [R_combine: (2155±20 BP, PSUAMS-3877), (2231±24 BP, MAMS-41123)]","384-203 calBCE (2231±24 BP, MAMS-41123)",Mongolia_EIA_Sagly_4.AG,Mongolia_Uvs_EIAXiongnuLateMedival.AG,"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)","Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",Mongolia,Mongolia,49.999824,92.033372,49.999824,92.033372,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
b17-1,j11-1,b17-1.SG,j11-1.SG,779790,0.13495,0.134194,0.135711,BlocherPNAS2023,BlocherPNAS2023,Nep30,Nep6,1950-1650 BCE,1950-1650 BCE,Russia_BA_SrubnayaAlakul.SG,Russia_BA_SrubnayaAlakul_dup.b17-1.SG,"Nepluyevsky Barrow Necropolis (Chelyabinsk Oblast, Kartaly district, Nepluyevka)","Nepluyevsky Barrow Necropolis (Chelyabinsk Oblast, Kartaly district, Nepluyevka)",Russia,Russia,52.904,60.126,52.904,60.126,same_pub;identified_in_pub_as_identical_twins;identified_in_aadr_group_id,
KD-29,OBH-52,KD-29.SG,OBH-52.SG,951759,0.134963,0.134278,0.135651,MarotiTorokCurrBio2022,MarotiTorokCurrBio2022,KDper29(8451;29),OBHper52(7161;52),"656-774 calCE (1321±17 BP, DeA-26547)",700-800 CE,Hungary_MidLateEarlyAvar_twin.OBH52.SG,Hungary_MidLateEarlyAvar.SG,"Kaba-Dögös (Hajdú-Bihar County, Hajdúszoboszló)","Orosháza-Béketsz-Homokbánya (Békés County, Orosháza)",Hungary,Hungary,47.40403,21.39053,46.59992,20.73842,same_pub;diff_site;identified_in_pub_as_identical_twins;identified_in_aadr_group_id_as_identical_twins,
C794,AYIM22BY,C794.AG,AYIM22BY.SG,85796,0.1351,0.132829,0.137403,KumarFuScience2022,ZhangNature2021,C794,AYIM22BY,2624-2472 calBCE,"2844-2474 calBCE (4060±30 BP, Beta)",China_Xinjiang_Habahe_BA.AG,China_Xinjiang_Ayituohan_BA_Afanasievo.SG,"Habahe (Xinjiang, Aletai Region, Habahe County)","Ayituohan (Xinjiang, Aletai Region, Habahe County)",China,China,48.06,86.42,48.2856,86.2708,diff_pub;diff_site;identified_in_pub,
I6222,SHT001,I6222.AG,SHT001.AG,110236,0.135536,0.133529,0.13757,WangNature2021,JeongCell2020,"MONU_26 (AT_26, Grave #2)",AT-26,"3320-2918 calBCE (4415±31 BP, OxA-36222)","3320-2918 calBCE (4415±31 BP, OxA-36222)",Mongolia_Chalcolithic_Afanasievo_1_contam.AG,Mongolia_Bayankhongor_EBA.AG,"Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)","Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)",Mongolia,Mongolia,46.305617,100.761389,46.305617,100.761389,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
L5138,L8629,L5138.AG,L8629.AG,179433,0.136056,0.134478,0.137651,KumarMolBioEvo2021,KumarMolBioEvo2021,L5138,L8629,170 calBCE - 4 calCE,150 BCE - 50 CE,Uzbekistan_SurxondaryoRegion_Rabat_IA.AG,Uzbekistan_SurxondaryoRegion_Rabat_IA_dup.L5138.AG,"Surxondaryo Region, Rabat","Surxondaryo Region, Rabat",Uzbekistan,Uzbekistan,38.103,67.275,38.103,67.275,same_pub;identified_in_pub;identified_in_aadr_group_id,
