master_id1,master_id2,genetic_id1,genetic_id2,site_overlap,site_mismatches,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2,annotation,notes
Bar25,GLN210,Bar25.SG,GLN210.AG.SG,33928,4433.0,0.130659,0.12709,0.134292,MarchiExcoffierCell2022,RivollatNature2023,M10-455(BH43347(lot.1856)),GLN210,"6435-6257 calBCE (7506±27 BP, MAMS-246043)",5300-3900 BCE,Turkey_Marmara_Barcin_N.SG,France_N.AG.SG,"Barcın-Höyük (Bursa, Yenişehir)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Turkey,France,gurgy;diff_pub,
C2034,AYIM22BY,C2034.AG,AYIM22BY.SG,317468,41504.0,0.130734,0.129564,0.131912,KumarFuScience2022,ZhangNature2021,C2034,AYIM22BY,2624-2472 calBCE,"2844-2474 calBCE (4060±30 BP, Beta)",China_Xinjiang_Ayituohan_BA_Afanasievo.AG,China_Xinjiang_Ayituohan_BA_Afanasievo.SG,"Ayituohan (Xinjiang, Aletai Region, Habahe County)","Ayituohan (Xinjiang, Aletai Region, Habahe County)",China,China,diff_pub;identified_in_pub,
Ess7,GLN227,Ess7.SG,GLN227.AG.SG,35339,4622.0,0.13079,0.127291,0.13435,MarchiExcoffierCell2022,RivollatNature2023,Grave2,GLN227,5100-4950 BCE,5300-3900 BCE,Germany_EssenbachAmmerbreite_LBK_EN.SG,France_N.AG.SG,"Essenbach-Ammerbreite (Bayern, Niederbayern, Landshut-Landkreis)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Germany,France,gurgy;diff_pub,
PM1,Muierii2,PM1.SG,Muierii2_d.AG,66705,8729.0,0.13086,0.128309,0.133443,SvenssonJakobssonCurrBio2021,FuNature2016,PM1,Muierii2,"32735-32181 calBCE (29940±167 BP) [R_combine: (30150±800 BP, LuA-5228), (29930±170 BP, OxA-15529)]","32735-32181 calBCE (29940±167 BP) [R_combine: (30150±800 BP, LuA-5228), (29930±170 BP, OxA-15529)]",Romania_UP_Muierri.SG,Romania_UP_Muierri.AG,"Peştera-Muierilor (Gorj County, Baia de Fier)","Peştera-Muierilor (Gorj County, Baia de Fier)",Romania,Romania,diff_pub;identified_in_pub,
Asp6,GLN227,Asp6.SG,GLN227.AG.SG,35462,4655.0,0.131267,0.127769,0.134826,MarchiExcoffierCell2022,RivollatNature2023,"Ind44(646Part152,Schnitt10LM70)",GLN227,"5626-5525 calBCE (6646±21 BP) [R_combine: (6657±26 BP, MAMS-46038), (6627±35 BP, MAMS-48728)]",5300-3900 BCE,Austria_N_LBK.SG,France_N.AG.SG,"Asparn Schletz (Niederösterreich, Mistelbach)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Austria,France,gurgy;diff_pub,
Bar25,GLN227,Bar25.SG,GLN227.AG.SG,35167,4617.0,0.131288,0.127775,0.134862,MarchiExcoffierCell2022,RivollatNature2023,M10-455(BH43347(lot.1856)),GLN227,"6435-6257 calBCE (7506±27 BP, MAMS-246043)",5300-3900 BCE,Turkey_Marmara_Barcin_N.SG,France_N.AG.SG,"Barcın-Höyük (Bursa, Yenişehir)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Turkey,France,gurgy;diff_pub,
LEPE52,GLN227,LEPE52.SG,GLN227.AG.SG,35169,4627.0,0.131565,0.128048,0.135142,MarchiExcoffierCell2022,RivollatNature2023,"(Lepenski-Vir, burial 73)",GLN227,"6223-6064 calBCE (7265±30 BP, [FRE:6983±47 BP], BA-10652)",5300-3900 BCE,Serbia_LepenskiVir_EMN.SG,France_N.AG.SG,"Lepenski-Vir (Bor District, Majdanpek Municipality, Boljetin)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Serbia,France,gurgy;diff_pub,
VC3-2,GLN227,VC3-2.SG,GLN227.AG.SG,35165,4627.0,0.13158,0.128063,0.135157,MarchiExcoffierCell2022,RivollatNature2023,(Vinča-Belo-Brdo),GLN227,"5616-5477 calBCE (6581±34 BP, OxA-28634/UBA-22463)",5300-3900 BCE,Serbia_VincaBelo_Starcevo_EN.SG,France_N.AG.SG,"Vinča-Belo-Brdo (Belgrade, Pančevo Municipality, Vinča)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Serbia,France,gurgy;diff_pub,
GLN210,Iceman,GLN210.AG.SG,iceman.SG,34248,4514.0,0.131803,0.128237,0.135432,RivollatNature2023,WangKrauseCellGenomics2023 (higher quality version of KellerNatureCommunications2012),GLN210,Iceman,5300-3900 BCE,3371-3103 calBCE (4550±27 BP; ETH-8345.1-2),France_N.AG.SG,Italy_North_MN_Iceman.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Oetz Valley (Trentino-South Tyrol, Bolzano)",France,Italy,gurgy;diff_pub,
GLN210,I1583,GLN210.AG.SG,I1583.SG,34055,4494.0,0.131963,0.128385,0.135604,RivollatNature2023,GokhmanNatureCommunications2020 (deep shotgun version of individual originally reported in MathiesonNature2015),GLN210,L14-200,5300-3900 BCE,"6424-6233 calBCE (7460±50 BP, Poz-82231)",France_N.AG.SG,Turkey_Marmara_Barcin_N.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Barcın-Höyük (Bursa, Yenişehir)",France,Turkey,gurgy;diff_pub,
GLN236B,GLN243A,GLN236B.AG,GLN243A.AG.SG,44627,5896.0,0.132117,0.128988,0.135294,RivollatNature2023,RivollatNature2023,GLN236B,GLN243A,5300-3900 BCE,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )",France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
KFJ014,KFJ015,KFJ014.AG,KFJ015.AG,553544,73254.0,0.132336,0.131445,0.133232,GnecchiRusconeNature2024,GnecchiRusconeNature2024,KFülöp13,KFülöp15,670-804 CE,670-804 CE,Hungary_MiddleLateAvar.AG,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)","Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,Hungary,same_pub;identified_in_pub,
I4168,POP14,I4168.AG,POP14.SG,166655,22103.0,0.132627,0.131002,0.134265,MathiesonNature2018,FreilichPinhasiScientificReports2021,GEN_70,SU1345 U644,"4777-4538 calBCE (5790±40 BP, Poz-90128)","4777-4538 calBCE (5790±40 BP, Poz-90128)",Croatia_MN_Sopotup.POP14.AG,Croatia_Popova_MN.SG,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)","Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",Croatia,Croatia,diff_pub;identified_in_pub;identified_in_aadr_group_id,
GLN227,Iceman,GLN227.AG.SG,iceman.SG,35499,4715.0,0.132821,0.129306,0.136395,RivollatNature2023,WangKrauseCellGenomics2023 (higher quality version of KellerNatureCommunications2012),GLN227,Iceman,5300-3900 BCE,3371-3103 calBCE (4550±27 BP; ETH-8345.1-2),France_N.AG.SG,Italy_North_MN_Iceman.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Oetz Valley (Trentino-South Tyrol, Bolzano)",France,Italy,gurgy;diff_pub,
I6222,SHT001,I6222.AG,SHT001.AG,112865,14994.0,0.132849,0.130874,0.134843,WangNature2021,JeongCell2020,"MONU_26 (AT_26, Grave #2)",AT-26,"3320-2918 calBCE (4415±31 BP, OxA-36222)","3320-2918 calBCE (4415±31 BP, OxA-36222)",Mongolia_Chalcolithic_Afanasievo_1_contam.AG,Mongolia_Bayankhongor_EBA.AG,"Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)","Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)",Mongolia,Mongolia,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
GLN220,GLN263,GLN220.AG.SG,GLN263.AG,30695,4079.0,0.132888,0.129109,0.136737,RivollatNature2023,RivollatNature2023,GLN220,GLN263,"4542-4363 calBCE (5635±35 BP, Lyon-4680 )","5206-4799 calBCE (6060±50 BP, Lyon-5880)",France_N.AG.SG,France_N_brother.GLN321.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN227,I1583,GLN227.AG.SG,I1583.SG,35260,4693.0,0.133097,0.129568,0.136687,RivollatNature2023,GokhmanNatureCommunications2020 (deep shotgun version of individual originally reported in MathiesonNature2015),GLN227,L14-200,5300-3900 BCE,"6424-6233 calBCE (7460±50 BP, Poz-82231)",France_N.AG.SG,Turkey_Marmara_Barcin_N.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Barcın-Höyük (Bursa, Yenişehir)",France,Turkey,gurgy;diff_pub,
GLN226,GLN243A,GLN226.AG,GLN243A.AG.SG,30634,4078.0,0.13312,0.129335,0.136975,RivollatNature2023,RivollatNature2023,GLN226,GLN243A,5300-3900 BCE,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )",France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN236B,GLN317,GLN236B.AG,GLN317.AG.SG,30144,4014.0,0.133161,0.129344,0.137048,RivollatNature2023,RivollatNature2023,GLN236B,GLN317,5300-3900 BCE,"4786-4547 calBCE (5815±45 BP, Lyon-4449 )",France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN211B,GLN220,GLN211B.AG,GLN220.AG.SG,30735,4093.0,0.133171,0.129391,0.13702,RivollatNature2023,RivollatNature2023,GLN211B,GLN220,5300-3900 BCE,"4542-4363 calBCE (5635±35 BP, Lyon-4680 )",France_N_1d.rel.GLN211A.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
C794,AYIM22BY,C794.AG,AYIM22BY.SG,87219,11616.0,0.133182,0.130934,0.135455,KumarFuScience2022,ZhangNature2021,C794,AYIM22BY,2624-2472 calBCE,"2844-2474 calBCE (4060±30 BP, Beta)",China_Xinjiang_Habahe_BA.AG,China_Xinjiang_Ayituohan_BA_Afanasievo.SG,"Habahe (Xinjiang, Aletai Region, Habahe County)","Ayituohan (Xinjiang, Aletai Region, Habahe County)",China,China,diff_pub;diff_site;identified_in_pub,
GLN210,I1583,GLN210.AG.SG,I1583.DG,33332,4446.5,0.1334,0.129767,0.137097,RivollatNature2023,GokhmanNatureCommunications2020 (deep shotgun version of individual originally reported in MathiesonNature2015),GLN210,L14-200,5300-3900 BCE,"6424-6233 calBCE (7460±50 BP, Poz-82231)",France_N.AG.SG,Turkey_Marmara_Barcin_N.DG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Barcın-Höyük (Bursa, Yenişehir)",France,Turkey,gurgy;diff_pub,
GLN256,GLN257,GLN256.AG.SG,GLN257.AG,31837,4250.0,0.133492,0.129774,0.137278,RivollatNature2023,RivollatNature2023,GLN256,GLN257,5300-3900 BCE,"4842-4551 calBCE (5855±55 BP, Lyon-5881)",France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN220,GLN261,GLN220.AG.SG,GLN261.AG,35593,4752.0,0.133509,0.129992,0.137087,RivollatNature2023,RivollatNature2023,GLN220,GLN261,"4542-4363 calBCE (5635±35 BP, Lyon-4680 )",5300-3900 BCE,France_N.AG.SG,France_N_father.or.son.GLN245B.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
L5138,L8629,L5138.AG,L8629.AG,183414,24488.0,0.133512,0.131959,0.135077,KumarMolBioEvo2021,KumarMolBioEvo2021,L5138,L8629,170 calBCE - 4 calCE,150 BCE - 50 CE,Uzbekistan_SurxondaryoRegion_Rabat_IA.AG,Uzbekistan_SurxondaryoRegion_Rabat_IA_dup.L5138.AG,"Surxondaryo Region, Rabat","Surxondaryo Region, Rabat",Uzbekistan,Uzbekistan,same_pub;identified_in_pub;identified_in_aadr_group_id,
KD-29,OBH-52,KD-29.SG,OBH-52.SG,989048,132059.0,0.133521,0.132852,0.134193,MarotiTorokCurrBio2022,MarotiTorokCurrBio2022,KDper29(8451;29),OBHper52(7161;52),"656-774 calCE (1321±17 BP, DeA-26547)",700-800 CE,Hungary_MidLateEarlyAvar_twin.OBH52.SG,Hungary_MidLateEarlyAvar.SG,"Kaba-Dögös (Hajdú-Bihar County, Hajdúszoboszló)","Orosháza-Béketsz-Homokbánya (Békés County, Orosháza)",Hungary,Hungary,same_pub;diff_site;identified_in_pub_as_identical_twins;identified_in_aadr_group_id_as_identical_twins,
ktg004,GLN227,ktg004.SG,GLN227.AG.SG,34538,4613.0,0.133563,0.129992,0.137196,SimõesNature2023,RivollatNature2023,"KTG89, H30,3",GLN227,5210-4990calBCE (61430±33; Ua-56454),5300-3900 BCE,Morocco_KTG_MA.SG,France_N.AG.SG,"Kaf Taht el-Ghar (Mediterranean coast, Jebal Gharghez, between Mechrouha and Yarrhite)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Morocco,France,gurgy;diff_pub,
I30423,GLN210,I30423.TW,GLN210.AG.SG,30987,4140.0,0.133604,0.129835,0.137443,GelabertBioRxiv2023,RivollatNature2023,E618,GLN210,5300-5000 BCE,5300-3900 BCE,Austria_N_LBK.TW,France_N.AG.SG,"Asparn Schletz (Niederösterreich, Mistelbach)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Austria,France,gurgy;diff_pub,
Xaghra9,GLN227,Xaghra9.SG,GLN227.AG.SG,35291,4716.0,0.133632,0.130098,0.137226,ArianoCell2022,RivollatNature2023,Xaghra9,GLN227,2530-2400 BCE ,5300-3900 BCE,Malta_Xaghra.SG,France_N.AG.SG,Xaghra Circle (Gozo),"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Malta,France,gurgy;diff_pub,
GLN243A,GLN265,GLN243A.AG.SG,GLN265.AG,35619,4769.0,0.133889,0.130369,0.13747,RivollatNature2023,RivollatNature2023,GLN243A,GLN265,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )",5300-3900 BCE,France_N.AG.SG,France_N_father.or.son.GLN235_1d.rel.GLN325.GLN266.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
b17-1,j11-1,b17-1.SG,j11-1.SG,812961,108874.0,0.133923,0.133183,0.134665,BlocherPNAS2023,BlocherPNAS2023,Nep30,Nep6,1950-1650 BCE,1950-1650 BCE,Russia_BA_SrubnayaAlakul.SG,Russia_BA_SrubnayaAlakul_dup.b17-1.SG,"Nepluyevsky Barrow Necropolis (Chelyabinsk Oblast, Kartaly district, Nepluyevka)","Nepluyevsky Barrow Necropolis (Chelyabinsk Oblast, Kartaly district, Nepluyevka)",Russia,Russia,same_pub;identified_in_pub_as_identical_twins;identified_in_aadr_group_id,
GLN256,GLN320,GLN256.AG.SG,GLN320.AG,31192,4186.0,0.134201,0.130436,0.138034,RivollatNature2023,RivollatNature2023,GLN256,GLN320,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
ktg004,GLN210,ktg004.SG,GLN210.AG.SG,33315,4472.0,0.134234,0.13059,0.137941,SimõesNature2023,RivollatNature2023,"KTG89, H30,3",GLN210,5210-4990calBCE (61430±33; Ua-56454),5300-3900 BCE,Morocco_KTG_MA.SG,France_N.AG.SG,"Kaf Taht el-Ghar (Mediterranean coast, Jebal Gharghez, between Mechrouha and Yarrhite)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Morocco,France,gurgy;diff_pub,
GLN211B,GLN243A,GLN211B.AG,GLN243A.AG.SG,33236,4469.0,0.134463,0.130812,0.138177,RivollatNature2023,RivollatNature2023,GLN211B,GLN243A,5300-3900 BCE,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )",France_N_1d.rel.GLN211A.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN245B,GLN256,GLN245B.AG,GLN256.AG.SG,34971,4703.0,0.134483,0.130923,0.138103,RivollatNature2023,RivollatNature2023,GLN245B,GLN256,5300-3900 BCE,5300-3900 BCE,France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN243A,GLN321,GLN243A.AG.SG,GLN321.AG,33601,4519.0,0.13449,0.130859,0.138185,RivollatNature2023,RivollatNature2023,GLN243A,GLN321,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )",5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
C2034,C794,C2034.AG,C794.AG,135885,18312.0,0.134761,0.13295,0.136588,KumarFuScience2022,KumarFuScience2022,C2034,C794,2624-2472 calBCE,2624-2472 calBCE,China_Xinjiang_Ayituohan_BA_Afanasievo.AG,China_Xinjiang_Habahe_BA.AG,"Ayituohan (Xinjiang, Aletai Region, Habahe County)","Habahe (Xinjiang, Aletai Region, Habahe County)",China,China,same_pub;diff_site;identified_in_pub,
R4,GLN210,R4.SG,GLN210.AG.SG,31675,4278.0,0.135059,0.131313,0.138872,AntonioGaoMootsScience2019,RivollatNature2023,Grotta Continenza - Rimosso,GLN210,"2906-2880 calBCE (4260±15 BP, UCIAMS-198576)",5300-3900 BCE,Italy_South_C.SG,France_N.AG.SG,"Grotta Continenza (Abruzzo, L'Aquila)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Italy,France,gurgy;diff_pub,
GLN256,GLN319,GLN256.AG.SG,GLN319.AG,31652,4292.0,0.1356,0.131846,0.139421,RivollatNature2023,RivollatNature2023,GLN256,GLN319,5300-3900 BCE,"4786-4547 calBCE (5815±45 BP, Lyon-4449)",France_N.AG.SG,France_N_1d.rel.GLN241.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN202,GLN243A,GLN202.AG,GLN243A.AG.SG,40483,5493.0,0.135687,0.132365,0.139061,RivollatNature2023,RivollatNature2023,GLN202,GLN243A,"4536-4354 calBCE (5610±40 BP, Lyon-4447)","4840-4615 calBCE (5870±40 BP, Lyon-4444 )",France_N_father.or.son.GLN201.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
S_Punjabi-4,HG02494,S_Punjabi-4.DG,HG02494.DG,1117910,151716.0,0.135714,0.13508,0.13635,MallickNature2016,1KGPhase3,S_Punjabi-4,..,present,present,Punjabi_o.DG,PJL.DG,Lahore (Punjab),Lahore (Punjab),Pakistan,Pakistan,diff_pub;identified_in_pub,
GLN256,GLN285B,GLN256.AG.SG,GLN285B.AG,30695,4167.0,0.135755,0.131941,0.139638,RivollatNature2023,RivollatNature2023,GLN256,GLN285B,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N_1d.rel.GLN285A.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN256,GLN266,GLN256.AG.SG,GLN266.AG,31989,4343.0,0.135765,0.132029,0.139568,RivollatNature2023,RivollatNature2023,GLN256,GLN266,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N_1d.rel.GLN325.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN299,GLN310B,GLN299.AG.SG,GLN310B.AG,30294,4116.0,0.135868,0.132029,0.139778,RivollatNature2023,RivollatNature2023,GLN299,GLN310B,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN256,GLN285A,GLN256.AG.SG,GLN285A.AG,33460,4547.0,0.135894,0.132239,0.139612,RivollatNature2023,RivollatNature2023,GLN256,GLN285A,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
UC8_8173,UC12-25,UC8_8173.SG,UC12-25.SG,826943,112517.0,0.136064,0.135325,0.136805,BongersPNAS2020,BongersPNAS2020,UC8_8173,UC12-25,"1398-1439 calCE ( 565±20 BP, UCIAMS-226334)",1400-1500 CE,Peru_Chincha_LH.SG,Peru_Chincha_LH.SG,Chincha,SouthCoast,Peru,Peru,chincha;same_pub;identified_in_pub_as_unrelated,
GLN256,GLN310B,GLN256.AG.SG,GLN310B.AG,30273,4121.0,0.136128,0.132283,0.140042,RivollatNature2023,RivollatNature2023,GLN256,GLN310B,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
GLN220,GLN285B,GLN220.AG.SG,GLN285B.AG,33806,4606.0,0.136248,0.132608,0.139951,RivollatNature2023,RivollatNature2023,GLN220,GLN285B,"4542-4363 calBCE (5635±35 BP, Lyon-4680 )",5300-3900 BCE,France_N.AG.SG,France_N_1d.rel.GLN285A.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
R9,GLN210,R9.SG,GLN210.AG.SG,32005,4364.0,0.136354,0.132612,0.140162,AntonioGaoMootsScience2019,RivollatNature2023,Grotta Continenza; 0 2-3-4; tg.4; 1979,GLN210,"5611-5479 calBCE (6585±20 BP, UCIAMS-198581)",5300-3900 BCE,Italy_South_N.SG,France_N.AG.SG,"Grotta Continenza (Abruzzo, L'Aquila)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Italy,France,gurgy;diff_pub,
NG10,GLN210,NG10.SG,GLN210.AG.SG,34276,4675.0,0.136393,0.132776,0.140072,CassidyNature2020,RivollatNature2023,Reg No. -; Habitat: BC 361; Label on Bone - 10 D (Lot 10 D),GLN210,"3339-3028 calBCE (4473±29 BP, OxA-36079)",5300-3900 BCE,Ireland_MN.SG,France_N.AG.SG,"Newgrange (County Meath, Donore)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Ireland,France,gurgy;diff_pub,
GLN227,I1583,GLN227.AG.SG,I1583.DG,34506,4708.0,0.13644,0.132835,0.140107,RivollatNature2023,GokhmanNatureCommunications2020 (deep shotgun version of individual originally reported in MathiesonNature2015),GLN227,L14-200,5300-3900 BCE,"6424-6233 calBCE (7460±50 BP, Poz-82231)",France_N.AG.SG,Turkey_Marmara_Barcin_N.DG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Barcın-Höyük (Bursa, Yenişehir)",France,Turkey,gurgy;diff_pub,
I6226,CHN004,I6226.AG,CHN004.AG,34071,4661.0,0.136803,0.13317,0.140497,WangNature2021,JeongCell2020,"MONU_105 (AT_105, Grave #35, Burial 2)",AT-105,"361-170 calBCE (2190±25 BP, PSUAMS-7270)",400 BCE - 1500 CE,Mongolia_EIA_Sagly_4.AG,Mongolia_Uvs_EIAXiongnuLateMedival.AG,"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)","Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",Mongolia,Mongolia,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
I13886,I13887,I13886.AG,I13887.AG,569554,77951.0,0.136863,0.135972,0.137759,WangNature2021,WangNature2021,"1062 (JM-216, Burial 6)","1063 (JM-217, Burial 7)","2136-1959 calBCE (3665±20 BP, PSUAMS-7946)","2191-1982 calBCE (3690±20 BP, PSUAMS-7947)",Japan_HG_Jomon.AG,Japan_HG_Jomon_brother.I13886.AG,Rokutsu Shell Midden,Rokutsu Shell Midden,Japan,Japan,same_pub;identified_in_pub_as_1st_deg;identified_in_aadr_group_id_as_1st_deg,
GLN243A,GLN255,GLN243A.AG.SG,GLN255.AG,40335,5521.0,0.136879,0.133538,0.140272,RivollatNature2023,RivollatNature2023,GLN243A,GLN255,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )","4721-4504 calBCE (5775±40 BP, Lyon-6375)",France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
