master_id1,master_id2,genetic_id1,genetic_id2,site_overlap,site_mismatches,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2,annotation,notes
I2483,I2484,I2483.AG,I2484.TW,306318,35920.0,0.117264,0.116126,0.118408,TeschlerNicolaCommunicationsBiology2020,TeschlerNicolaCommunicationsBiology2020,"KR1-1 (Krems1-1, Krems-Wachtberg 2015, 151416, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 1)","Krems1-2 (Krems-Wachtberg 2015, 151554, Subnr 0, Mensch, GH 26, AH 4.3, QM C3, Individuum 2)","29094-27342 calBCE (25950±450 BP, PSUAMS-14476)",29200-27300 BCE,Austria_Gravettian.AG,Austria_Gravettian_twin.I2483.TW,"Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)","Krems-Wachtberg (Niederösterreich, Krems an der Donau(Stadt), Innenstadt)",Austria,Austria,same_pub;identified_in_pub_as_identical_twins;identified_in_aadr_group_id_as_identical_twins,
I1960,NEO73,I1960.AG,NEO73.SG,515739,60596.0,0.117494,0.116616,0.118375,NarasimhanPattersonScience2019,AllentoftNature2024,"Tyumen50 (Kurgan 6, Mergen 6)","CGG_2_015790 (IPOS_RAS_116-2, Mergen-6, burial 1)","6329-6079 calBCE (7343±29 BP) [R_combine: (7330±40 BP, Poz-82198), (7355±40 BP, OxA-33489)]","6370-6034 calBCE (7317±62 BP, UBA-39946)",Russia_Tyumen_HG.AG,Russia_Ob_EN_KoshkinoBoborykino.SG,"Mergen-6 (Tyumen Oblast, Ishimsky District)","Mergen-6 (Tyumen Oblast, Ishimsky District)",Russia,Russia,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
YCH009,YCH049,YCH009.AG,YCH049_d.AG,155295,18297.0,0.117821,0.116221,0.119435,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,same_pub;identified_in_pub_as_unrelated,
NEO73,I1960,NEO73.SG,I1960.SG,645784,76265.0,0.118097,0.117311,0.118886,AllentoftNature2024,RohlandMallickGenomeResearch2022 (deep shotgun version of individual originally reported in NarasimhanPattersonScience2019),"CGG_2_015790 (IPOS_RAS_116-2, Mergen-6, burial 1)","Tyumen50 (Kurgan 6, Mergen 6)","6370-6034 calBCE (7317±62 BP, UBA-39946)","6329-6079 calBCE (7343±29 BP) [R_combine: (7330±40 BP, Poz-82198), (7355±40 BP, OxA-33489)]",Russia_Ob_EN_KoshkinoBoborykino.SG,Russia_Tyumen_HG.SG,"Mergen-6 (Tyumen Oblast, Ishimsky District)","Mergen-6 (Tyumen Oblast, Ishimsky District)",Russia,Russia,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
GLN201,GLN227,GLN201.AG,GLN227.AG.SG,30081,3566.0,0.118547,0.114914,0.122253,RivollatNature2023,RivollatNature2023,GLN201,GLN227,"5206-4839 calBCE (6070±45 BP, Lyon-5872)",5300-3900 BCE,France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
I4582,rom066,I4582.AG,rom066.SG,165486,19619.0,0.118554,0.117,0.120121,MathiesonNature2018,MattilaCommBio2023,OSTCOR_32,Burial M 32,"7026-6470 calBCE (7812±69 BP) [R_combine after marine calibration: (8305±50 BP, OxA-31598), (8300±40 BP, PSUAMS-1749), (8335±45 BP, PSUAMS-1904)]","6641-6481 calBCE (8200±30 BP, Beta-458006)",Romania_IronGates_Mesolithic.AG,Romania_IronGates_Mesolithic_dup.I4582.SG,"Ostrovul-Corbului (Mehedinți County, Hinova)","Ostrovul-Corbului (Mehedinți County, Hinova)",Romania,Romania,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
KFP-31,KUP026,KFP-31.SG,KUP026.AG,596991,70835.0,0.118653,0.117834,0.119476,MarotiTorokCurrBio2022,GnecchiRusconeNature2024,KFPper31(30b),Kunp_30B,625-675 CE,580-670 CE,Hungary_EarlyAvar.SG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszériút-Homokbánya (Pest County, Dabas)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,diff_pub;diff_site;unidentified_in_pub;potential_aadr_skeletal_code_match,
I4081,rom061,I4081.AG,rom061.SG,119576,14217.0,0.118895,0.117066,0.120743,MathiesonNature2018,MattilaCommBio2023,"OSTCOR1a (Burial 2 (F4183), 1979, S VII; molar 14a) | OSTCOR1b (Burial 2 (F4183), 1979, S VII; molar 14a) | Burial 2 (F4183), 1979, S VII; molar 14a (Burial 2, 1979, S VII; molar 14a)",Burial M 2 ,"7581-7191 calBCE (8369±73 BP, OxA-31595)","7584-7491 calBCE (8800±30 BP, Beta-458007)",Romania_IronGates_Mesolithic.AG,Romania_IronGates_Mesolithic_dup.I4081.SG,"Ostrovul-Corbului (Mehedinți County, Hinova)","Ostrovul-Corbului (Mehedinți County, Hinova)",Romania,Romania,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
NEO516,IGR001,NEO516.SG,IGR001.AG,186054,22137.0,0.118982,0.117514,0.120461,AllentoftNature2024,PosthYuNature2023,"CGG_2_018374|N26 (9317, Igren'-8)",Igren' 8 9317,"5640-5480 calBCE (6648±49 BP, UBA-40051)","5711-5557 calBCE (6703±31 BP, MAMS-47544)",Ukraine_Dnieper_N.SG,Ukraine_Igren_N.AG,"Igren'-8 (Dnipropetrovsk Oblast, Dnipro District, Dnipro municipality)","Igren'-8 (Dnipropetrovsk Oblast, Dnipro District, Dnipro municipality)",Ukraine,Ukraine,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
DA336,irk076,DA336.SG,irk076.SG,37504,4470.0,0.119187,0.115924,0.122509,DamgaardScience2018,KilincSciAdv2021,"(Shamanka-2, burial 3)",irk076,2500-2000 BCE,"2284-2037 calBCE (3750±30 BP, Beta-453104)",Russia_Shamanka_EBA.SG,Russia_LakeBaikal_BA.SG,"Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)","Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)",Russia,Russia,diff_pub;unidentified_in_pub,DA336 not present in supplementary information
YCH009,YCH049,YCH009.AG,YCH049.AG,456001,54368.0,0.119228,0.118289,0.120172,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,same_pub;identified_in_pub_as_unrelated,
S_Japanese-3,NA18940,S_Japanese-3.DG,NA18940.DG,1118970,133609.0,0.119404,0.118803,0.120006,MallickNature2016,1KGPhase3,S_Japanese-3,..,present,present,Japanese.DG,JPT.DG,Tokyo,Tokyo,Japan,Japan,diff_pub;identified_in_pub,
A1822,KUP005,A1822.AG,KUP005.AG,900506,107624.0,0.119515,0.118846,0.120187,GnecchiRusconeCell2022,GnecchiRusconeNature2024,8 (AC22),Kunp_08,630-670 CE,580-670 CE,Hungary_DanubeTisza_EarlyAvar.AG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszéri-út (Bács-Kiskun County, Kunszentmiklós)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
GLN227,GLN236B,GLN227.AG.SG,GLN236B.AG,30664,3682.0,0.120076,0.116457,0.123766,RivollatNature2023,RivollatNature2023,GLN227,GLN236B,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
A1821,KUP002,A1821.AG,KUP002.AG,666386,80130.0,0.120246,0.119466,0.121029,GnecchiRusconeCell2022,GnecchiRusconeNature2024,3 (AC21),Kunp_03,630-670 CE,580-670 CE,Hungary_DanubeTisza_EarlyAvar.AG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszéri-út (Bács-Kiskun County, Kunszentmiklós)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,diff_pub;identified_in_pub;potential_aadr_skeletal_code_match,
YCH009,YCH049,YCH009_d.AG,YCH049.AG,169020,20345.0,0.12037,0.118823,0.121931,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,same_pub;identified_in_pub_as_unrelated,
YCH009,YCH049,YCH009_d.AG,YCH049_d.AG,64182,7746.0,0.120688,0.118177,0.123233,BarqueraKrauseNature2024,BarqueraKrauseNature2024,YCH009,YCH049,550-1200 CE,550-1200 CE,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Mexico_ChichenItza_MayaLowlands_LClassic.AG,Chichén Itzá (Yucatán),Chichén Itzá (Yucatán),Mexico,Mexico,same_pub;identified_in_pub_as_unrelated,
GLN220,GLN241,GLN220.AG.SG,GLN241.AG,33731,4082.0,0.121016,0.117554,0.124544,RivollatNature2023,RivollatNature2023,GLN220,GLN241,"4542-4363 calBCE (5635±35 BP, Lyon-4680 )",5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
I8295,NEO230,I8295.AG,NEO230.SG,75775,9229.0,0.121795,0.119474,0.124144,FlegontovNature2019,SikoraNature2019,"Mos105 (Specimen 32, 151)",NEO230,"2620-2480 calBCE (4035±20 BP, PSUAMS-5333)","3022-2789 calBCE (4298±39 BP, UBA-33760)",Russia_UstBelaya_Angara_o.AG,Russia_UstBelaya_EBA.SG,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)","Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)",Russia,Russia,diff_pub;unidentified_in_pub,
I5890,ukr113,I5890.AG,ukr113_d.SG,42441,5179.0,0.122028,0.118928,0.12518,MathiesonNature2018,MattilaCommBio2023,"Mos51 (Deriivka-1, burial 87)","Deriivka-60, cemetery 1, skeleton 87","5291-5058 calBCE (6210±20 BP, PSUAMS-2830)","4836-4687 calBCE (6380±30 BP, Beta-445792)",Ukraine_N.AG,Ukraine_N_dup.I5890_1d.rel.I5879.SG,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)","Deriivka (Kirovohrad Oblast, Oleksandriia District)",Ukraine,Ukraine,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
KFP-30a,KUP025,KFP-30a.SG,KUP025.AG,802857,98783.0,0.123039,0.122322,0.12376,MarotiTorokCurrBio2022,GnecchiRusconeNature2024,KFPper30a(30a),Kunp_30A,630-660 CE,580-670 CE,Hungary_EarlyAvar.SG,Hungary_EarlyAvar.AG,"Kunpeszér-Felsőpeszériút-Homokbánya (Pest County, Dabas)",Kunpeszér-Felsőpeszéri út (Bács-Kiskun County),Hungary,Hungary,diff_pub;diff_site;unidentified_in_pub;potential_aadr_skeletal_code_match,
NEO559,KVH001,NEO559.SG,KVH001.AG,71066,8824.0,0.124166,0.12175,0.126613,AllentoftNature2024,PosthYuNature2023,"CGG_2_018417|N6 (Karavaikha, burial 6)",8622 (Karavaikha),"6637-6451 calBCE (7690±40 BP, UBA-40074)","6466-6386 calBCE (7560±28 BP, MAMS-38999)",Russia_Mesolithic_Veretye.SG,Russia_Mesolithic_Veretye.AG,"Karavaikha (Vologda Oblast, Kirillovsky District, Karavaikha Village)","Karavaikha (Vologda Oblast, Kirillovsky District, Karavaikha Village)",Russia,Russia,diff_pub;unidentified_in_pub,
YPN032,YPN033,YPN032.SG,YPN033.SG,72045,8948.0,0.1242,0.1218,0.126631,CarlhoffKrauseNatComm2023,CarlhoffKrauseNatComm2023,YN1-MHS'05,YN1#19/18,200-450 CE,200-450 CE,Thailand_YappaNhae_1_LogCoffin_IA.SG,Thailand_YappaNhae_1_LogCoffin_IA.SG,Yappa Nhae 1 (Mae Hong Son Province),Yappa Nhae 1 (Mae Hong Son Province),Thailand,Thailand,same_pub;identified_in_pub,
UC8_8173,UC8-8173,UC8_8173.SG,UC8-8173.SG,839590,104646.0,0.124639,0.123934,0.125348,BongersPNAS2020,BongersPNAS2020,UC8_8173,UC8-8173,"1398-1439 calCE ( 565±20 BP, UCIAMS-226334)",1400-1500 CE,Peru_Chincha_LH.SG,Peru_Chincha_LH.SG,Chincha,SouthCoast,Peru,Peru,chincha;same_pub;apparent_typo,
GLN206,GLN210,GLN206.AG,GLN210.AG.SG,30646,3833.0,0.125073,0.121389,0.128829,RivollatNature2023,RivollatNature2023,GLN206,GLN210,5300-3900 BCE,5300-3900 BCE,France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
I5890,ukr113,I5890.AG,ukr113.SG,161129,20202.0,0.125378,0.123765,0.127005,MathiesonNature2018,MattilaCommBio2023,"Mos51 (Deriivka-1, burial 87)","Deriivka-60, cemetery 1, skeleton 87","5291-5058 calBCE (6210±20 BP, PSUAMS-2830)","4836-4687 calBCE (6380±30 BP, Beta-445792)",Ukraine_N.AG,Ukraine_N_contam_dup.I5890_1d.rel.I5879.SG,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)","Deriivka (Kirovohrad Oblast, Oleksandriia District)",Ukraine,Ukraine,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
GLN280,GLN291,GLN280.AG.SG,GLN291.AG,45691,5743.0,0.125692,0.122665,0.128767,RivollatNature2023,RivollatNature2023,GLN280,GLN291,5300-3900 BCE,5300-3900 BCE,France_N.AG.SG,France_N.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
Asp6,GLN210,Asp6.SG,GLN210.AG.SG,34203,4302.0,0.125778,0.122281,0.129339,MarchiExcoffierCell2022,RivollatNature2023,"Ind44(646Part152,Schnitt10LM70)",GLN210,"5626-5525 calBCE (6646±21 BP) [R_combine: (6657±26 BP, MAMS-46038), (6627±35 BP, MAMS-48728)]",5300-3900 BCE,Austria_N_LBK.SG,France_N.AG.SG,"Asparn Schletz (Niederösterreich, Mistelbach)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Austria,France,gurgy;diff_pub,
I18794,BOY019,I18794.AG,BOY019.AG,48197,6064.0,0.125817,0.122868,0.128811,LazaridisAlpaslanRoodenbergScience2022,PenskeHaakNature2023,Boyanovo 2010; Mound 3 Grave no. 4,"Mound 3(6009), Grave 4","2899-2697 calBCE (4213±24 BP, BRAMS-6664)","2898-2697 calBCE (4212±24 BP, MAMS-47230 )",Bulgaria_EBA_Yamnaya.AG,Bulgaria_Boyanovo_EBA.AG,"Boyanovo (Yambol province, Elhovo municipality)","Boyanovo (Yambol province, Elhovo municipality)",Bulgaria,Bulgaria,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,two publications could potentially correspond to publication1
HAD018,HAD001,HAD018.AG,HAD001.SG,751447,94986.0,0.126404,0.125654,0.127158,GretzingerNature2022,GretzingerNature2022,..,..,400-1100 CE,400-1100 CE,England_Saxon.AG,England_Saxon.SG,"Hatherdene (England, Cambridgeshire)","Hatherdene (England, Cambridgeshire)",United Kingdom,United Kingdom,same_pub;identified_in_pub,
Sumidouro6,Sumidouro4,Sumidouro6_d.SG,Sumidouro4_d.SG,89905,11431.0,0.127145,0.124974,0.129341,MorenoMayarScience2018,MorenoMayarScience2018,"SH-10, ZMK1/1845:2350","SH-16, ZMK1/1845:1510, 8","8281-7956 calBCE (8990±50 BP, OxA-33337)","8290-7961 calBCE (9015±45 BP, OxA-33336)",Brazil_MG_C_Sumidouro_EH_HG_10100BP.SG,Brazil_MG_C_Sumidouro_EH_HG_10100BP.SG,"Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)","Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)",Brazil,Brazil,same_pub;unidentified_in_pub,
I5374,I6747,I5374.SG,I6747.AG.SG,30667,3904.0,0.127303,0.123592,0.131085,BraceDiekmannNatureEcologyEvolution2019 (shotgun version of sample first published in OlaldeNature2018),BraceDiekmannNatureEcologyEvolution2019,SB 400B3 (TP 2004.9/257),SB 381B3,"2663-2456 calBCE (4008±39 BP, OxA-16460)","3645-3526 calBCE (4808±35 BP, UB-29004)",England_N_contam.SG,England_N.AG.SG,"Totty Pot (England, Somerset, Cheddar)","Carsington Pasture Cave (England, Derbyshire, Brassington)",United Kingdom,United Kingdom,same_pub;diff_site;unidentified_in_pub,
I4167,POP07,I4167.AG,POP07.SG,45443,5814.0,0.12794,0.124882,0.131046,MathiesonNature2018,FreilichPinhasiScientificReports2021,GEN_69,SU676 U503,"4792-4552 calBCE (5830±40 BP, Poz-90127)","4792-4552 calBCE (5830±40 BP, Poz-90127)",Croatia_N_Starcevoup.POP07.AG,Croatia_Popova_MN.SG,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)","Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",Croatia,Croatia,diff_pub;identified_in_pub;identified_in_aadr_group_id,
SOP002,NEO306,SOP002.SG,NEO306.SG,125550,16083.0,0.1281,0.126256,0.129962,SaagMetspaluScience2021,AllentoftNature2024,SOP002,"CGG_2_018138|N16 (box.77, Sope-2, juvenile)","2865-2494 calBCE (4090±35 BP, Poz-10827)","2623-2473 calBCE (4036±23 BP, UBA-40032; Poz-10827)",Estonia_IdaViru_CordedWare_Neolithic_dup.NEO306.SG,Estonia_CWC.SG,"Sope (Ida-Viru County, Lüganuse Municipality, Jabara Village)","Sope (Ida-Viru County, Lüganuse Municipality, Jabara Village)",Estonia,Estonia,diff_pub;identified_in_pub;identified_in_aadr_group_id;potential_aadr_skeletal_code_match,
S_Finnish-3,HG00360,S_Finnish-3.DG,HG00360.DG,1118445,143309.5,0.128133,0.127514,0.128754,MallickNature2016,1KGPhase3,S_Finnish-3,..,present,present,Finnish_o.DG,FIN.DG,..,..,Finland,Finland,diff_pub;identified_in_pub,
RKF165,RKF280,RKF165.AG,RKF280.AG,478785,61424.0,0.128291,0.127345,0.129242,GnecchiRusconeNature2024,GnecchiRusconeNature2024,8A_403/503,RKF280,580-804 CE,580-804 CE,Hungary_Avar.AG,Hungary_Avar.AG,"Rákóczifalva-Bagi-földek (Jász-Nagykun-Szolnok Coiunty, Szolnok)","Rákóczifalva-Bagi-földek (Jász-Nagykun-Szolnok Coiunty, Szolnok)",Hungary,Hungary,same_pub;identified_in_pub,
GLN243A,GLN263,GLN243A.AG.SG,GLN263.AG,33104,4260.0,0.128685,0.125096,0.13234,RivollatNature2023,RivollatNature2023,GLN243A,GLN263,"4840-4615 calBCE (5870±40 BP, Lyon-4444 )","5206-4799 calBCE (6060±50 BP, Lyon-5880)",France_N.AG.SG,France_N_brother.GLN321.AG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
LEPE52,GLN210,LEPE52.SG,GLN210.AG.SG,33945,4372.0,0.128797,0.12525,0.132407,MarchiExcoffierCell2022,RivollatNature2023,"(Lepenski-Vir, burial 73)",GLN210,"6223-6064 calBCE (7265±30 BP, [FRE:6983±47 BP], BA-10652)",5300-3900 BCE,Serbia_LepenskiVir_EMN.SG,France_N.AG.SG,"Lepenski-Vir (Bor District, Majdanpek Municipality, Boljetin)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Serbia,France,gurgy;diff_pub,
I12365,I12367,I12365.AG,I12367.AG,158707,20479.0,0.129037,0.127391,0.130696,NakatsukaLuisiNatureCommunications2020,NakatsukaLuisiNatureCommunications2020,55JM,57JM,"1150-1270 calCE (960±20 BP, PSUAMS-6684)","1200-1300 calCE (895±25 BP, PSUAMS-6686)",Argentina_NorthTierradelFuego_Selknam_500BP_brother.I12367.AG,Argentina_NorthTierradelFuego_Selknam_500BP.AG,Margen Sur (North Tierra del Fuego),Margen Sur (North Tierra del Fuego),Argentina,Argentina,same_pub;identified_in_pub_as_1st_deg;identified_in_aadr_group_id_as_1st_deg,
Ess7,GLN210,Ess7.SG,GLN210.AG.SG,34106,4409.0,0.129273,0.12573,0.13288,MarchiExcoffierCell2022,RivollatNature2023,Grave2,GLN210,5100-4950 BCE,5300-3900 BCE,Germany_EssenbachAmmerbreite_LBK_EN.SG,France_N.AG.SG,"Essenbach-Ammerbreite (Bayern, Niederbayern, Landshut-Landkreis)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Germany,France,gurgy;diff_pub,
I12774,CE004,I12774.AG,CE004.SG,45170,5859.0,0.12971,0.126624,0.132843,PattersonNature2021,DuliasPNAS2022,"TB 102, CPC-02-Y-062",CPC98-002,"758-416 calBCE (2460±30 BP, OxA-29233)","387-205 calBCE (2240±24 BP, OxA-28865)",England_EIA_highEEF.AG,England_Derbyshire_IA_oEEF.SG,"Carsington Pasture Cave (England, Derbyshire, Brassington)","Carsington Pasture Cave (England, Derbyshire)",United Kingdom,United Kingdom,diff_pub;unidentified_in_pub,
LEU026,LEU051,LEU026.AG,LEU051.AG,64824,8409.0,0.12972,0.127143,0.132331,PenskeSciRep2024,PenskeSciRep2024,"2029-1, LEU02651","2029-1, LEU02651",2200-1700 BCE,2200-1700 BCE,Germany_EBA_Unetice.AG,Germany_EBA_Unetice.AG,"Leubingen-1 (Thüringen, Kyffhäuserkreis)","Leubingen-1 (Thüringen, Kyffhäuserkreis)",Germany,Germany,same_pub;identified_in_pub;potential_aadr_skeletal_code_match,
C390,C391,C390.AG,C391.AG,404610,52491.0,0.129732,0.128698,0.130772,KumarFuScience2022,KumarFuScience2022,C390,C391,223-375 calCE,1-400 CE,China_Xinjiang_Hetian_Historical.AG,China_Xinjiang_Hetian_Historical.AG,"Hetian (Xinjiang, Hetian Region, Luopu County)","Hetian (Xinjiang, Hetian Region, Luopu County)",China,China,same_pub;unidentified_in_pub,
tai002,LD2,tai002.SG,LD2.AG,93813,12209.0,0.130142,0.127995,0.132312,LarenaJakobbsonPNAS2021,YangScience2020,"LSSW-I, Mo2 ",Liangdao2,5640-5560 calBCE,5640-5610 calBCE,Taiwan_Liangdao_8000BP.SG,China_SEastAsia_Island_EN.AG,Liangdao,Liang Island (Matsu),Taiwan,China,diff_pub;identified_in_pub,
Xaghra9,GLN210,Xaghra9.SG,GLN210.AG.SG,34054,4432.0,0.130146,0.12659,0.133766,ArianoCell2022,RivollatNature2023,Xaghra9,GLN210,2530-2400 BCE ,5300-3900 BCE,Malta_Xaghra.SG,France_N.AG.SG,Xaghra Circle (Gozo),"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Malta,France,gurgy;diff_pub,
R3476,R3477,R3476.SG,R3477.SG,378433,49288.0,0.130242,0.129172,0.131319,AntonioeLife2024,AntonioeLife2024,CHHIM1998; B-Nanitx; TEETH(3),CHHIM 1998; B-Nanitx; SKULL A,"435-575 calCE (1550±15 BP, UCIAMS-235945)","434-565 calCE (1560±15 BP, UCIAMS-235944)",Lebanon_Chhim_Phoenician.SG,Lebanon_Chhim_Phoenician.SG,Chhim,Chhim,Lebanon,Lebanon,same_pub;identified_in_pub;potential_aadr_skeletal_code_match,
VC3-2,GLN210,VC3-2.SG,GLN210.AG.SG,33919,4419.0,0.130281,0.126716,0.13391,MarchiExcoffierCell2022,RivollatNature2023,(Vinča-Belo-Brdo),GLN210,"5616-5477 calBCE (6581±34 BP, OxA-28634/UBA-22463)",5300-3900 BCE,Serbia_VincaBelo_Starcevo_EN.SG,France_N.AG.SG,"Vinča-Belo-Brdo (Belgrade, Pančevo Municipality, Vinča)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",Serbia,France,gurgy;diff_pub,
GLN206,GLN227,GLN206.AG,GLN227.AG.SG,31644,4123.0,0.130293,0.126603,0.134052,RivollatNature2023,RivollatNature2023,GLN206,GLN227,5300-3900 BCE,5300-3900 BCE,France_N.AG,France_N.AG.SG,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)","Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre arrondissement)",France,France,gurgy;same_pub,
R9818,R9823,R9818.SG,R9823.SG,449318,58564.0,0.13034,0.129357,0.131328,AntonioeLife2024,AntonioeLife2024,"Chhim, B7 (10)","Chhim, B teeth (2)","577-642 calCE (1465±15 BP, UCIAMS-235942)","599-648 calCE (1440±15 BP, UCIAMS-235943)",Lebanon_Chhim_Phoenician.SG,Lebanon_Chhim_Phoenician.SG,Chhim,Chhim,Lebanon,Lebanon,same_pub;identified_in_pub,
MJ-51,TAL003,MJ-51.SG,TAL003.AG,87492,11413.0,0.130446,0.128221,0.132696,JarveCurrentBiology2019,GnecchiRusconeScienceAdvances2021,UT-17-17,TAL003.A,"775-486 calBCE (2490±30 BP, Poz-)",700-500 BCE,Kazakhstan_Central_Saka_father.or.son.DA13.SG,Kazakhstan_Tasmola_EIA.AG,"Taldy-2 (Karaganda Region, Qarqaralı district)","Taldy-2 (Karaganda Region, Qarqaralı district)",Kazakhstan,Kazakhstan,diff_pub;unidentified_in_pub,same archaeological ID in supplements
I7029,CHN003,I7029.AG,CHN003.AG,340887,44530.0,0.13063,0.1295,0.131766,WangNature2021,JeongCell2020,"MONU_141 (AT_141, Grave #53, Burial 2)",AT-141,"356-172 calBCE (2186±16 BP) [R_combine: (2155±20 BP, PSUAMS-3877), (2231±24 BP, MAMS-41123)]","384-203 calBCE (2231±24 BP, MAMS-41123)",Mongolia_EIA_Sagly_4.AG,Mongolia_Uvs_EIAXiongnuLateMedival.AG,"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)","Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",Mongolia,Mongolia,diff_pub;unidentified_in_pub;potential_aadr_skeletal_code_match,
