individual_id1,individual_id2,genetic_id1,genetic_id2,site_overlap,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2,lat1,lon1,lat2,lon2
tai002,LD2,tai002.SG,LD2.AG,93813,0.130142,0.128004,0.13231,LarenaJakobssonPNAS2021,YangFuScience2020,"LSSW-I, Mo2 ",Liangdao2,5640-5560 calBCE,5640-5610 calBCE,Taiwan_8000BP,Taiwan_EN,"Liang Island (Fukien Province, Lienchiang County, Beigan)","Liang Island (Fukien Province, Lienchiang County, Beigan)",Taiwan,Taiwan,26.340925,120.223162,26.340925,120.223162
I11842,MUR002,I11842.AG,MUR002.AG,284846,0.130867,0.129634,0.132111,ZengReichNature2025,PosthKrauseNature2023,Murzikha II B94 skeleton 2 (Murzikha II; B94 skeleton 2),"burial 94, skeleton 2",4600-4250 BCE,"4714-4543 calBCE (5778±33 BP, MAMS-41639)",Russia_Tatarstan_Eneolithic,Russia_Tatarstan_Eneolithic,"Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)","Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)",Russia,Russia,55.3419,50.0173,55.3419,50.0173
IRN23,IRN25,IRN23.TW,IRN25.TW,35562,0.130926,0.12746,0.134472,AmjadiSzécsényi-NagySciRep2025,AmjadiSzécsényi-NagySciRep2025,IRN23,IRN25,208-94 calBCE,208-94 calBCE,Iran_LiarsangBon_Parthian,Iran_LiarsangBon_Parthian,"Liarsang-Bon (Gilan Province, Amlash County)","Liarsang-Bon (Gilan Province, Amlash County)",Iran,Iran,36.581948,50.53396,36.581948,50.53396
VK582,CGG_2_019201,VK582.SG,CGG_2_019201.SG,127441,0.131245,0.129402,0.13311,MargaryanWillerslevNature2020,McCollWillerslevBioRxiv2025,"SBM1028 ALKEN ENGE 2013, X2244; IronAge_DA310","SBM1028_ALKEN_ENGE_2013,_X2244",1-100 CE,"148 calBCE - 20 calCE (2014±84 BP, AAR-24489)",Denmark_IA,Denmark_Alken_Enge_EarlyRomanBogWar,Alken Enge (Jutland Region),Alken_Enge (Jutland),Denmark,Denmark,56.05,9.94,56.049,9.852
I17143,CGG_2_021738,I17143.AG,CGG_2_021738.SG,76700,0.131356,0.128984,0.133765,PattersonReichNature2021,McCollWillerslevBioRxiv2025,"Cemetery I, 20/81 (P7A-16365, 2745)",Radovesice_II_Hv_20_16365,300-250 BCE,390-190 calBCE (2240±100 BP),Czechia_IA_LaTene,Czechia_Radovesice_II_IA_LaTene,"Radovesice-1 (Ústecký Region, Litoměřice District)",Radovesice_II (UstiRegion),Czechia,Czechia,50.410264,14.074597,50.5313786,13.8112481
CGG_2_107735,CGG_2_107745,CGG_2_107735.SG,CGG_2_107745.SG,567705,0.131392,0.130516,0.132273,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,"CL017 (Ind 50, E21)",CL017 (I021),"72-207 calCE (1810±68 BP, DeA-39651)","72-207 calCE (1810±68 BP, DeA-39651)",Netherlands_ValkenburgMarktveld_Roman,Netherlands_ValkenburgMarktveld_Roman,Valkenburg Marktveld (Province South-Holland),Valkenburg Marktveld (Province South-Holland),Netherlands,Netherlands,52.174446,4.436957,52.174446,4.436957
CGG_2_105617,CGG_2_105623,CGG_2_105617.SG,CGG_2_105623.SG,60335,0.131599,0.128925,0.13432,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,"A5186/T18863, Sund box A cranium F ( 24)","A5186/T18863, Sund Box C",1400-1100 calBCE (3200±150 BP),"2010-1829 calBCE (3870±90 BP, TRa-21969)",Norway_Sund_EBA,Norway_Sund_EBA,Sund (Central Norway/ Trøndelag),Sund (Central Norway/ Trøndelag),Norway,Norway,63.8604,11.307,63.8604,11.307
cch320,cch328,cch320.SG,cch328.SG,62768,0.131691,0.129068,0.134359,YüncüSomelScience2025,YüncüSomelScience2025,1938,1982,6600-6500 BCE,6600-6500 BCE,Turkey_Catalhoyuk_MN,Turkey_Catalhoyuk_MN,"Çatalhöyük (Konya, Çumra)","Çatalhöyük (Konya, Çumra)",Turkey,Turkey,37.6661,32.8257,37.6661,32.8257
Nea2,I10433,Nea2.SG,I10433.AG,769664,0.131882,0.131128,0.13264,MarchiExcoffierCell2022,MarchiExcoffierCell2022,"15 (Burial Infant burial 7, L7 / 0)","15 (Burial Infant burial 7, L7 / 0)","6224-6080 calBCE (7299±25 BP) [R_Combine: (7315±40 BP, OxA-35629), (7290±31 BP, MAMS-24004)]","6237-6073 calBCE (7315±40 BP, OxA-35629)",Greece_NeaNikomedeia_EN,Greece_NeaNikomedeia_EN,"Nea Nikomedeia (Macedonia, Veroia)","Nea Nikomedeia (Macedonia, Veroia)",Greece,Greece,40.60415,22.264918,40.60415,22.264918
I2109,VERT100,I2109.AG,VERT100.SG,37443,0.132308,0.128913,0.135778,NikitinReichNature2025,GelabertPinhasiSciRep2022,3 V3a-H3,"VERT100B (Verteba-Cave, site 7)","3710-3531 calBCE (4863±33 BP, OxA-26202)","3769-3645 calBCE (4929±27 BP, OxA-40648)",Ukraine_Ternopil_Eneolithic_Trypillia,Ukraine_Eneolithic_Trypillia,"Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)","Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)",Ukraine,Ukraine,48.7889,25.8715,48.7889,25.8715
I8449,MUR005,I8449.AG,MUR005.AG,349825,0.132338,0.131219,0.133465,ZengReichNature2025,PosthKrauseNature2023,Murzikha II B102 skeleton 1 g (Murzikha II; B102 skeleton 1 g),"burial 102, skeleton 2","4547-4373 calBCE (5655±25 BP, PSUAMS-8338)",4550-4400 BCE,Russia_Tatarstan_Eneolithic,Russia_Tatarstan_Eneolithic,"Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)","Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)",Russia,Russia,55.3419,50.0173,55.3419,50.0173
VK362,CGG_2_106782,VK362.SG,CGG_2_106782.SG,291847,0.13247,0.131245,0.133705,MargaryanWillerslevNature2020,McCollWillerslevBioRxiv2025,Denmark_Bogovej LMR 12077,LMR12077 - Grav AO3,900-1000 CE,750-1050 calCE (1050±150 BP),Denmark_Viking,Denmark_Bogovej_Viking,Bogevej (Langeland Region),Bogøvej (Langelands Sønder),Denmark,Denmark,54.87001,10.72,54.8711699,10.703644
CGG_2_107738,CGG_2_107750,CGG_2_107738.SG,CGG_2_107750.SG,65926,0.133164,0.130592,0.135779,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,"CL023 (Ind 62, E23)",CL023 (I041),"21-200 calCE (1840±90 BP, DeA-39654)","21-200 calCE (1840±90 BP, DeA-39654)",Netherlands_ValkenburgMarktveld_Roman,Netherlands_ValkenburgMarktveld_Roman,Valkenburg Marktveld (Province South-Holland),Valkenburg Marktveld (Province South-Holland),Netherlands,Netherlands,52.174446,4.436957,52.174446,4.436957
MJ-51,TAL003,MJ-51.SG,TAL003.AG,85398,0.133411,0.131147,0.135708,JärveVillemsCurrBiol2019,Gnecchi-RusconeKrauseSciAdv2021,UT-17-17,TAL003.A,800-450 BCE,700-500 BCE,Kazakhstan_Saka,Kazakhstan_EIA_Tasmola,"Taldy-2 (Karaganda Region, Qarqaralı District)","Taldy-2 (Karaganda Region, Qarqaralı District)",Kazakhstan,Kazakhstan,49.0981333,75.84315,49.0981333,75.84315
I14987,CGG_2_021735,I14987.AG,CGG_2_021735.SG,387011,0.133448,0.132381,0.134523,PattersonReichNature2021,McCollWillerslevBioRxiv2025,"Cemetery I, 7/81 (P7A-16375, 2345)",Radovesice_II_Hv_7_16345,350-250 BCE,"352-285 calBCE (2268±34 BP, UCIAMS-232731)",Czechia_IA_LaTene,Czechia_Radovesice_II_IA_LaTene,"Radovesice-1 (Ústecký Region, Litoměřice District)",Radovesice_II (UstiRegion),Czechia,Czechia,50.410264,14.074597,50.5313786,13.8112481
I32816,ROT015,I32816.TW,ROT015.AG,111123,0.133555,0.131567,0.135568,ZengReichNature2025,ChildebayevaHaakCommunBiol2024,"TOM135 (Tomsk State University, KATGU1443, burial 33)","Rostovka, grave 33",2300-1700 BCE,"2133-1919 calBCE (3640±31 BP, UBA-31382)",Russia_Omsk_EMBA_Irtysh_SeimaTurbino,Russia_Rostovka_EMBA_Irtysh_SeimaTurbino,"Rostovka (Omsk Oblast, Omsk District, Rostovka Village)","Rostovka (Omsk Oblast, Omsk District, Rostovka Village)",Russia,Russia,55.029025,73.572794,55.029025,73.572794
VK296,CGG_2_107518,VK296.SG,CGG_2_107518.SG,199207,0.13378,0.132293,0.135282,MargaryanWillerslevNature2020,McCollWillerslevBioRxiv2025,Denmark_Hundstrup Mose sk 1,"NM 673/47, Skeleton 1",660-780 calCE,"650-759 calCE (1246±54 BP, UCIAMS-272883)",Denmark_EarlyViking,Denmark_HundstrupMose_IA,Hundstrup Mose (Zealand Region),Hundstrup Mose (Zealand Region),Denmark,Denmark,55.15,11.87,55.15,11.87
VK292,CGG_2_106774,VK292.SG,CGG_2_106774.SG,47822,0.134415,0.131387,0.137502,MargaryanWillerslevNature2020,McCollWillerslevBioRxiv2025,Denmark_Bogovej Grav A.D.,LMR12077 - Grav AD (AP?),900-1000 CE,750-1050 calCE (1050±150 BP),Denmark_Viking,Denmark_Bogovej_Viking,Bogevej (Langeland Region),Bogøvej (Langelands Sønder),Denmark,Denmark,54.87001,10.72,54.8711699,10.703644
UKR089,UKR091,UKR089.SG,UKR091.SG,108047,0.134497,0.132476,0.136544,SaagThomasSciAdv2025,SaagThomasSciAdv2025,"Skorobir, kurgan 6 (Bilsk hillfort, Poltava)","Pereshchepyno, kurgan 3, burial 2 (Bilsk hillfort, Poltava)",500-300 BCE,500-400 BCE,Ukraine_LIA_Scythian,Ukraine_LIA_Scythian,"Bilsk hillfort (Forest-steppe, Left bank of Dnipro, Poltava)","Bilsk hillfort (Forest-steppe, Left bank of Dnipro, Poltava)",Ukraine,Ukraine,50.0933,34.596,50.0933,34.596
I14985,CGG_2_021737,I14985.AG,CGG_2_021737.SG,516688,0.134532,0.133604,0.135465,PattersonReichNature2021,McCollWillerslevBioRxiv2025,"Cemetery I, 15/81 (P7A-16312, 2343)",Radovesice_II_Hv_15_16312,"370-197 calBCE (2210±20 BP, PSUAMS-10093)",390-190 calBCE (2240±100 BP),Czechia_IA_LaTene,Czechia_Radovesice_II_IA_LaTene,"Radovesice-1 (Ústecký Region, Litoměřice District)",Radovesice_II (UstiRegion),Czechia,Czechia,50.410264,14.074597,50.5313786,13.8112481
I14984,CGG_2_021736,I14984.AG,CGG_2_021736.SG,604496,0.134548,0.133691,0.135411,PattersonReichNature2021,McCollWillerslevBioRxiv2025,"Cemetery I, 19/81 (P7A-16364, 2342)",Radovesice_II_Hv._19_16364,"396-210 calBCE (2270±20 BP, PSUAMS-10020)",390-190 calBCE (2240±100 BP),Czechia_IA_LaTene,Czechia_Radovesice_II_IA_LaTene,"Radovesice-1 (Ústecký Region, Litoměřice District)",Radovesice_II (UstiRegion),Czechia,Czechia,50.410264,14.074597,50.5313786,13.8112481
VK315,CGG_2_106827,VK315.SG,CGG_2_106827.SG,92623,0.13502,0.132835,0.137236,MargaryanWillerslevNature2020,McCollWillerslevBioRxiv2025,Denmark_Bakkendrup Grav 16,Grav 16,850-900 CE,750-1050 calCE (1050±150 BP),Denmark_Viking,Denmark_Bakkendrup_Viking_Viking,Bakkendrup (Zealand Region),Bakkendrup (Zealand Region),Denmark,Denmark,55.56,11.25,55.56,11.25
C794,AYIM22BY,C794.AG,AYIM22BY.SG,85796,0.1351,0.132829,0.137403,KumarFuScience2022,ZhangCuiNature2021,C794,AYIM22BY,2624-2472 calBCE,"2844-2474 calBCE (4060±30 BP, Beta)",China_Xinjiang_Habahe_BA,China_Xinjiang_Ayituohan_BA_Afanasievo,"Habahe (Xinjiang, Aletai Region, Habahe County)","Ayituohan (Xinjiang, Aletai Region, Habahe County)",China,China,48.06,86.42,48.2856,86.2708
I6222,SHT001,I6222.AG,SHT001.AG,110236,0.135536,0.133529,0.13757,WangReichNature2021,JeongWarinnerCell2020,"Grave #2 (AT_26, MONU_26)",AT-26,3350-2900 BCE,3350-2900 BCE,Mongolia_C_Afanasievo1-1,Mongolia_Bayankhongor_EBA,"Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)","Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)",Mongolia,Mongolia,46.305618,100.761389,46.305618,100.761389
BFT228,CGG_2_022443,BFT228.SG,CGG_2_022443.SG,131825,0.136052,0.134211,0.137913,FisherPruvostiScience2022,McCollWillerslevBioRxiv2025,BFT228,BFT_228_02/03/18,350-300 BCE,"479-392 calBCE (2386±44 BP, UCIAMS-232740)",France_HautsdeFrance_IA,France_Bucy_le_Long_IA_LaTene,"Bucy-le-Long ""la Fosse Tounise"" (Hauts-de-France Region, Aisne Department, Soissons Arrondissement)",Bucy_le_Long (Aisne_Haut_de_France),France,France,49.4,3.3833,49.3914,3.39473
AYIM22BY,C794,AYIM22BY.AG,C794.AG,133404,0.13699,0.135155,0.138845,KumarFuScience2022,KumarFuScience2022,C2034,C794,"2844-2474 calBCE (4060±30 BP, Beta)",2624-2472 calBCE,China_Xinjiang_Ayituohan_BA_Afanasievo,China_Xinjiang_Habahe_BA,"Ayituohan (Xinjiang, Aletai Region, Habahe County)","Habahe (Xinjiang, Aletai Region, Habahe County)",China,China,48.2856,86.2708,48.06,86.42
I11030,MUR001,I11030.AG,MUR001.AG,184029,0.137511,0.135945,0.139092,LazaridisReichNature2025,PosthKrauseNature2023,Murzikha II B91 skeleton 1 (Murzikha II; B91 skeleton 1),"burial 91, skeleton 1","4447-4351 calBCE (5560±25 BP, PSUAMS-8296)",4600-4350 BCE,Russia_Tatarstan_Eneolithic,Russia_Tatarstan_Eneolithic,"Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)","Murzikha-2 (Tatarstan, Alexeyevsky District, Mokrye Kurnali Village)",Russia,Russia,55.3419,50.0173,55.3419,50.0173
UC12_25,UC8_8173,UC12_25_alt.SG,UC8_8173_alt.SG,797481,0.138828,0.138071,0.139589,BongersFehren-SchmitzPNAS2020,BongersFehren-SchmitzPNAS2020,UC12_25,UC8_8173,1400-1500 CE,"1398-1439 calCE (565±20 BP, UCIAMS-226334)",Peru_ChinchaValley_LateHorizon,Peru_ChinchaValley_LateHorizon,UC-012 (Chincha Valley),UC-008 (Chincha Valley),Peru,Peru,-13.476219,-76.016683,-13.477239,-76.025299
I9054,I9055,I9054.AG,I9055.AG,42065,0.139023,0.13575,0.142362,PosthReichCell2018,PosthReichCell2018,JBT014,"MPI 22 (Burial 111/112, pathological)","346-69 calBCE (2173±17 BP) [R_Combine: (2145±23, MAMS-28363), (2203±24 BP, MAMS-28365)]","184-57 calBCE (2145±23 BP, MAMS-28363)",Brazil_SouthSantaCatarina_LateHolocene_2100BP_HG,Brazil_SouthSantaCatarina_LateHolocene_2100BP_HG,"Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)","Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)",Brazil,Brazil,-28.590394,-48.960083,-28.590394,-48.960083
