individual_id1,individual_id2,genetic_id1,genetic_id2,site_overlap,mismatch_rate,mismatch_rate_95_ci_lower,mismatch_rate_95_ci_upper,publication1,publication2,skeletal_code1,skeletal_code2,date1,date2,group_id1,group_id2,locality1,locality2,political_entity1,political_entity2,lat1,lon1,lat2,lon2
EHU001,VAD002,EHU001.AG,VAD002.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,UE 750,E47,"2287-2044 cal BCE (3760±30 BP, Beta-492280)",1900-1500 BCE,Spain_C-oSteppe,Spain_EBA,"El Hundido (Castilla y León, Burgos, Monasterio de Rodilla)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.419214,-3.484745,42.44,-2.88
EHU001,VAD003,EHU001.AG,VAD003.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,UE 750,E69,"2287-2044 cal BCE (3760±30 BP, Beta-492280)",1900-1500 BCE,Spain_C-oSteppe,Spain_EBA,"El Hundido (Castilla y León, Burgos, Monasterio de Rodilla)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.419214,-3.484745,42.44,-2.88
EHU001,VAD004,EHU001.AG,VAD004.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,UE 750,E74,"2287-2044 cal BCE (3760±30 BP, Beta-492280)",1900-1500 BCE,Spain_C-oSteppe,Spain_EBA,"El Hundido (Castilla y León, Burgos, Monasterio de Rodilla)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.419214,-3.484745,42.44,-2.88
EHU001,VAD005,EHU001.AG,VAD005.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,UE 750,E77,"2287-2044 cal BCE (3760±30 BP, Beta-492280)","1740-1539 calBCE (3360±30 BP, Beta-479535)",Spain_C-oSteppe,Spain_BA-oSteppe,"El Hundido (Castilla y León, Burgos, Monasterio de Rodilla)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.419214,-3.484745,42.44,-2.88
VAD002,VAD003,VAD002.AG,VAD003.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E47,E69,1900-1500 BCE,1900-1500 BCE,Spain_EBA,Spain_EBA,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
VAD002,VAD004,VAD002.AG,VAD004.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E47,E74,1900-1500 BCE,1900-1500 BCE,Spain_EBA,Spain_EBA,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
VAD002,VAD005,VAD002.AG,VAD005.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E47,E77,1900-1500 BCE,"1740-1539 calBCE (3360±30 BP, Beta-479535)",Spain_EBA,Spain_BA-oSteppe,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
VAD003,VAD004,VAD003.AG,VAD004.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E69,E74,1900-1500 BCE,1900-1500 BCE,Spain_EBA,Spain_EBA,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
VAD003,VAD005,VAD003.AG,VAD005.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E69,E77,1900-1500 BCE,"1740-1539 calBCE (3360±30 BP, Beta-479535)",Spain_EBA,Spain_BA-oSteppe,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
VAD004,VAD005,VAD004.AG,VAD005.AG,538499,0.0,0.0,7e-06,OlaldeReichScience2019,OlaldeReichScience2019,E74,E77,1900-1500 BCE,"1740-1539 calBCE (3360±30 BP, Beta-479535)",Spain_EBA,Spain_BA-oSteppe,"Valdescusa (La Rioja, La Rioja, Hervías)","Valdescusa (La Rioja, La Rioja, Hervías)",Spain,Spain,42.44,-2.88,42.44,-2.88
ST0162,OLV021,ST0162.SG,OLV021.SG,393642,0.0,-0.0,1e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK0162,162,"772-974 calCE (1164±24 BP, RICH-29143)",700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,Trudoplein (Sint-Truiden),"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.816667,5.183333,50.815,5.186
ST1054,OLV038,ST1054.SG,OLV038.SG,260152,0.0,0.0,1.5e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK1054,1054,1000-1300 CE,700-1300 CE,Belgium_HighMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2043,OLV071,ST2043.SG,OLV071.SG,490263,0.0,0.0,8e-06,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2043,2043,700-1000 CE,700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2076,OLV065,ST2076.SG,OLV065.SG,134552,0.0,0.0,2.9e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2076,2076,1000-1300 CE,700-1300 CE,Belgium_HighMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2354,OLV072,ST2354.SG,OLV072.SG,128616,0.0,-0.0,3e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2354,2354,1000-1300 CE,700-1300 CE,Belgium_HighMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2364,OLV067,ST2364.SG,OLV067.SG,659597,0.0,0.0,6e-06,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2364,2364,"993-1151 calCE (996±23 BP, RICH-29578)",700-1300 CE,Belgium_HighMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2889,OLV054,ST2889.SG,OLV054.SG,414327,0.0,0.0,9e-06,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2889,2889,700-1300 CE,700-1300 CE,Belgium_Medieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST2954,OLV050,ST2954.SG,OLV050.SG,950924,0.0,0.0,4e-06,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2954,2954,700-1000 CE,700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST3000,OLV055,ST3000.SG,OLV055.SG,371019,0.0,0.0,1e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK3000,3000,"702-884 calCE (1226±23 BP, RICH-30209)",700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ST3017,OLV056,ST3017.SG,OLV056.SG,225764,0.0,0.0,1.7e-05,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK3017,3017,700-1000 CE,700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
ukr149,UKR149_Saag,ukr149.SG,UKR149_Saag_alt.SG,39524,0.00124,0.000938,0.001638,MattilaJakobssonCommunBiol2023,SaagThomasSciAdv2025,"Nikol’ske-67, skeleton 97","р.13, lower layer (Dykyi Sad, Mykolaiv)","4602-4403 calBCE (6170±30 BP, Beta-445797)",1200-1000 BCE,Ukraine_N,Ukraine_LBA,"Nikol’ske (Dnipropetrovsk Oblast, Dnipro Rapids Region, right bank of Dnipro)","Dykyi Sad (Left bank of Ingul, Mykolaiv)",Ukraine,Ukraine,48.27,35.15,46.9804,31.9837
SF11,StoraForvar11,SF11.SG,StoraForvar11.SG,85832,0.00642,0.005907,0.006976,GüntherJakobssonPLoSBiol2018,SkoglundJakobssonScience2014,SF11,StoraForvar11,7073-6810 calBCE,"5557-5230 calBCE (6459±70 BP, Ua-45742)",Sweden_Mesolithic-o,Sweden_Mesolithic,"Stora Förvar (Gotland, Eksta socken, Stora Karlsö)","Stora-Karlsö (Gotlands län, Gotland)",Sweden,Sweden,57.285,17.971,57.287,18.206
ukr116,UKR116_Saag,ukr116.SG,UKR116_Saag_alt.SG,206587,0.007159,0.006805,0.007532,MattilaJakobssonCommunBiol2023,SaagThomasSciAdv2025,"Deriivka-61, cemetery 1, burial 130","kurgan 2, burial 2 (central grave (primary burial) (Karavan, Kharkiv)","4446-4268 calBCE (6010±30 BP, Beta-445793)","775-516 calBCE (2491±28, UBA-48155)",Ukraine_Eneolithic_SeredniiStih,Ukraine_LIA_Scythian,"Deriivka (Kirovohrad Oblast, Oleksandriia District, Onufriivka Municipality)","Karavan (Forest-steppe, Siversky Donets basin, Kharkiv)",Ukraine,Ukraine,48.91422,33.76493,49.926,35.8806
ST2964,OLV051,ST2964.SG,OLV051.SG,148491,0.013334,0.012763,0.01393,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2964,2963,"709-890 calCE (1202±24 BP, RICH-29572)",700-1300 CE,Belgium_EarlyMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
I2657,I2658,I2657.AG,I2658.AG,100156,0.013798,0.013094,0.01454,OlaldeReichNature2018,PattersonReichNature2021,GENSCOT26,GENSCOT27,"3955-3773 calBCE (5052±30 BP, SUERC-68701)",4000-3750 BCE,Scotland_N,Scotland_N,"Macarthur Cave (Scotland, Argyll and Bute, Oban)","Macarthur Cave (Scotland, Argyll and Bute, Oban)",United Kingdom,United Kingdom,56.42,-5.472,56.42,-5.472
ros3,ROS003,ros3.SG,ROS003.SG,343170,0.015179,0.014775,0.015594,MalmströmJakobssonProcBiolSci2019,SeersholmSikoraNature2024,ros3,ros003b1,"3331-2930 calBCE (4440±30 BP, Beta-423311)",3331-2930 calBCE (4440±30 BP; Beta-423311),Sweden_TRB,Sweden_Rossberga_N,"Rössberga (Götaland, Västergötland)","Rössberga (Götaland, Västergötland)",Sweden,Sweden,58.183333,13.65,58.183333,13.65
NEO259,FRA042,NEO259.SG,FRA042.SG,60873,0.018859,0.017808,0.01997,AllentoftWillerslevNature2024,SeersholmSikoraNature2024,"CGG_2_018091 (156/F6063, 3F120033/3644, Tid 318|ID120033, bone ID3644, Tooth ID 318, Frälsegården, passage grave)","CGG018091, gok023b1, CGG100055","3095-2924 calBCE (4404±21 BP, OxA-39288)","3081-2919 calBCE [R_Combine: (4365±20 BP; UCIAMS-259741), (4404±21 BP; OxA-39288)]",Sweden_N_MN_TRB,Sweden_N,"Frälsegården (Västra Götalands län, Falköping, Falbygden)","Frälsegården (Västra Götalands län, Falköping, Falbygden)",Sweden,Sweden,58.1644,13.4547,58.1644,13.4547
CGG_2_100144_rmContam,CGG_2_107399,CGG_2_100144_rmContam.SG,CGG_2_107399.SG,319278,0.024098,0.023572,0.024636,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,OBM6139,"NM 8448-50, Grave 22",500-1 calBCE (2200±250 BP),200-400 calCE (1650±100 BP),Denmark_EngeldrupBroMelbySb19_PreImperialRoman,Denmark_Fraugde_LateRoman,"Engeldrup Bro, Melby Sb 19 (Funen)",Fraugde (Zealand),Denmark,Denmark,55.540758,10.229205,55.3563933,10.4951952
ros005_renamed,ROS005_Sweden,ros005_renamed.SG,ROS005_Sweden.SG,577769,0.024363,0.023968,0.024763,MalmströmJakobssonProcBiolSci2019,SeersholmSikoraNature2024,ros005,ros005b1,"3096-2913 calBCE (4390±30 BP, Beta-423313)",3096-2913 calBCE (4390±30 BP; Beta-423313),Sweden_TRB,Sweden_Rossberga_N,"Rössberga (Götaland, Västergötland)","Rössberga (Götaland, Västergötland)",Sweden,Sweden,58.183333,13.65,58.183333,13.65
CAO032,CAO004,CAO032.AG,CAO004.AG,794110,0.040877,0.040444,0.041315,NägeleSchroederScience2020,NägeleSchroederScience2020,E77; C116 (CAO032),E77; C116 (CAO004),650-900 CE,650-900 CE,Cuba_PreCeramic,Cuba_PreCeramic,"Canimar Abajo (Northwestern Cuba, Matanzas)","Canimar Abajo (Northwestern Cuba, Matanzas)",Cuba,Cuba,23.038,-81.497,23.038,-81.497
JinlianshanM15_5_1,JinlianshanM15_5_1_sg,JinlianshanM15_5_1.AG.SG,JinlianshanM15_5_1_sg.SG,367919,0.051666,0.050956,0.052386,WangFuScience2025,WangFuScience2025,JinlianshanM15_5_1,JinlianshanM15_5_1_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
XingyiH4,XingyiH4_sg,XingyiH4.AG.SG,XingyiH4_sg.SG,462346,0.06523,0.064522,0.065946,WangFuScience2025,WangFuScience2025,XingyiH4,XingyiH4_sg,5209-4939 calBCE,5209-4939 calBCE,China_N,China_N,"Xingyi (Yunnan, Central_YN)","Xingyi (Yunnan, Central_YN)",China,China,24.19,102.82,24.19,102.82
ST2363,OLV058,ST2363.SG,OLV058.SG,881830,0.066237,0.06572,0.066758,BenekerKivisildGenomeBiol2025,SassoKivisildPNAS2024,SK2363,2363,1000-1300 CE,700-1300 CE,Belgium_HighMedieval,Belgium_Medieval,"Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)","Sint-Truiden Groenmarkt (Flemish Region, Limburg, of Hasselt Arrondissement)",Belgium,Belgium,50.815,5.186,50.815,5.186
JinlianshanM63,JinlianshanM63_sg,JinlianshanM63.AG.SG,JinlianshanM63_sg.SG,388986,0.066334,0.065556,0.06712,WangFuScience2025,WangFuScience2025,JinlianshanM63,JinlianshanM63_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
JinlianshanM62,JinlianshanM62_sg,JinlianshanM62.AG.SG,JinlianshanM62_sg.SG,663777,0.070588,0.069975,0.071207,WangFuScience2025,WangFuScience2025,JinlianshanM62,JinlianshanM62_sg,978-825 calBCE,978-825 calBCE,China_EIA,China_EIA,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
DA171,CGG_2_017691,DA171.SG,CGG_2_017691.SG,143369,0.07487,0.073519,0.076244,DamgaardWillerslevNature2018,McCollWillerslevBioRxiv2025,"CGG_2_017690, Berciunai2, Ber_i_nai",729,50-650 CE,"421-538 calCE (1470±58 BP, UCIAMS-232719)",Lithuania_MigrationPeriod,Lithuania_Kaireneliai_IA_FlatGraves,"unknown, Panevėžio (Panevezys County, Panevėžio rajono savivaldybė)",Kaireneliai (Radvilikis),Lithuania,Lithuania,55.743786,24.228036,55.519805,23.663163
Dadunzi,Dadunzi_sg,Dadunzi.AG.SG,Dadunzi_sg.SG,775739,0.077052,0.07646,0.077647,WangFuScience2025,WangFuScience2025,Dadunzi,Dadunzi_sg,1693-1917 calCE,1693-1917 calCE,China_EarlyModern_Modern,China_EarlyModern_Modern,"Dadunzi (Yunnan, West_YN)","Dadunzi (Yunnan, West_YN)",China,China,25.71,101.91,25.71,101.91
CAO032,CAO004,CAO032.AG,CAO004.AG.TW,794121,0.079061,0.07847,0.079657,NägeleSchroederScience2020,NägeleSchroederScience2020,E77; C116 (CAO032),Cranio 77 (P15845),650-900 CE,650-900 CE,Cuba_PreCeramic,Cuba_PreCeramic,"Canimar Abajo (Northwestern Cuba, Matanzas)","Canimar Abajo (Northwestern Cuba, Matanzas)",Cuba,Cuba,23.038,-81.497,23.038,-81.497
JinlianshanM15_5,JinlianshanM15_5_sg,JinlianshanM15_5.AG.SG,JinlianshanM15_5_sg.SG,798178,0.08117,0.080573,0.081771,WangFuScience2025,WangFuScience2025,JinlianshanM15_5,JinlianshanM15_5_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
JinlianshanM29_2_4,JinlianshanM29_2_4_sg,JinlianshanM29_2_4.AG.SG,JinlianshanM29_2_4_sg.SG,836365,0.08268,0.082092,0.083273,WangFuScience2025,WangFuScience2025,JinlianshanM29_2_4,JinlianshanM29_2_4_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
SB605,SB606,SB605.SG,SB606.SG,118841,0.091913,0.090283,0.093569,BraceBarnesCurrBiol2022,BraceBarnesCurrBiol2022,Sk 69,Sk 75,1150-1250 CE,1150-1250 CE,England_Medieval,England_Medieval,"Norwich (England, Norwich, Chapelfield Shopping Center, well shaft)","Norwich (England, Norwich, Chapelfield Shopping Center, well shaft)",United Kingdom,United Kingdom,52.625551,1.291518,52.625551,1.291518
SB605,SB671,SB605.SG,SB671.SG,140969,0.093453,0.091945,0.094984,BraceBarnesCurrBiol2022,BraceBarnesCurrBiol2022,Sk 69,sk78,1150-1250 CE,"1045-1261 calCE (875±34 BP, Wk-16920)",England_Medieval,England_Medieval,"Norwich (England, Norwich, Chapelfield Shopping Center, well shaft)","Norwich (England, Norwich, Chapelfield Shopping Center, well shaft)",United Kingdom,United Kingdom,52.625551,1.291518,52.625551,1.291518
BI16,HGDP00995,BI16.SG,HGDP00995.DG,1064012,0.099469,0.098902,0.100039,RasmussenWillerslevNature2014,Byrska-BishopZodyCell2022,BI16,no information (HGDP00995),present,present,Karitiana,Karitiana,"Brazil, modern, 2","Brazil, modern, 2",Brazil,Brazil,-10,-63,-10,-63
JinlianshanM15_5_1,JinlianshanM15_5_1_sg,JinlianshanM15_5_1.AG,JinlianshanM15_5_1_sg.SG,244150,0.100405,0.09922,0.101604,WangFuScience2025,WangFuScience2025,JinlianshanM15_5_1,JinlianshanM15_5_1_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
HGDP00542,HGDP00551,S_Papuan-9.DG,HGDP00551.DG,1036300,0.102411,0.101829,0.102997,MallickReichNature2016,Byrska-BishopZodyCell2022,no information (HGDP00542),no information (HGDP00551),present,present,Papuan,Papuan,"Iatmul and Kwoma societies (New Guinea, Middle Sepik River Region)","Iatmul and Kwoma societies (New Guinea, Middle Sepik River Region)",Papua New Guinea,Papua New Guinea,-4,143,-4,143
CAO015,CAO018,CAO015.AG,CAO018.AG,36862,0.10344,0.100372,0.10659,NägeleSchroederScience2020,NägeleSchroederScience2020,E104,E111,"1263-1118 calBCE (2967±20 BP, MAMS-44070)",1300-1100 BCE,Cuba_PreCeramic,Cuba_PreCeramic-Dup,"Canimar Abajo (Northwestern Cuba, Matanzas)","Canimar Abajo (Northwestern Cuba, Matanzas)",Cuba,Cuba,23.038,-81.497,23.038,-81.497
KD-29,KD-29_OBH-52_twins,KD-29.SG,KD-29_OBH-52_twins.SG,1041690,0.104057,0.103472,0.104645,MarótiTörökCurrBiol2022,MarótiTörökCurrBiol2022,OBHper52(7161;52),KDper29(8451;29),700-800 CE,"656-774 calCE (1321±17 BP, DeA-26547)",Hungary_MiddleLateAvar,Hungary_MiddleLateAvar,"Orosháza-Béketsz-Homokbánya (Békés County, Orosháza)","Kaba-Dögös (Hajdú-Bihar County, Hajdúszoboszló)",Hungary,Hungary,46.59992,20.73842,47.40403,21.39053
HGDP00551,HGDP00542,A_Papuan-16.DG,HGDP00542.DG,1063194,0.10531,0.104728,0.105895,MeyerPääboScience2012,Byrska-BishopZodyCell2022,no information (HGDP00551),no information (HGDP00542),present,present,Papuan-Discovery,Papuan,"Iatmul and Kwoma societies (New Guinea, Middle Sepik River Region)","Iatmul and Kwoma societies (New Guinea, Middle Sepik River Region)",Papua New Guinea,Papua New Guinea,-4,143,-4,143
JBT019,I9056,JBT019.AG,I9056.AG,44757,0.107112,0.10428,0.110011,FerrazPosthNatEcolEvol2023,PosthReichCell2018,JBT019,MPI 23 (Burial 102),"553-646 calCE (1498±23, MAMS-28359)","553-646 calCE (1498±23 BP, MAMS-28359)",Brazil_SouthSantaCatarina_LateHolocene_1400BP,Brazil_SouthSantaCatarina_LateHolocene_1300BP_HG,"Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)","Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)",Brazil,Brazil,-28.590394,-48.960083,-28.590394,-48.960083
PDI010,PI-51,PDI010.AG,PI-51.WGC,87725,0.10778,0.105745,0.109849,NägeleSchroederScience2020,Nieves-ColonMolBioEvol2020,51,PI-51,"994-1163 calCE (973±41 BP, AA-75123)",994-1163 calCE (973±41 BP),PuertoRico_Ceramic,PuertoRico_Ceramic,Paso del Indio (Vega Baja),Paso del Indio (Vega Baja),Puerto Rico,Puerto Rico,18.45239,-66.3991,18.45239,-66.3991
JinlianshanM63,JinlianshanM63_sg,JinlianshanM63.AG,JinlianshanM63_sg.SG,300228,0.110713,0.109595,0.11184,WangFuScience2025,WangFuScience2025,JinlianshanM63,JinlianshanM63_sg,50calBCE - 550calCE,50calBCE - 550calCE,China_Roman_LateAntiquity,China_Roman_LateAntiquity,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
I7340,NEO253,I7340.AG,NEO253.SG,51891,0.110983,0.108309,0.113714,FlegontovSchiffelsNature2019,SikoraWillerslevNature2019,"Specimen 12, 159 (Mos89)",NEO253,"810-1050 calCE (1895±15 BP, PSUAMS-5474)","125-330 calCE (1822±35 BP, UBA-34061)",Russia_Chukotka_EarlyModern_OldBeringSea,Russia_OldBeringSea_Antiquity,"Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Ekven (Chukotka Autonomous Okrug, Chukotsky District)",Russia,Russia,66.121383,-170.460341,66.121383,-170.460341
I11048,ROT002,I11048.AG,ROT002.AG,89297,0.113016,0.110956,0.115109,ZengReichNature2025,ChildebayevaHaakCommunBiol2024,"Rostovka, grave 5, No. 1439","Rostovka, grave 5","2021-1884 calBCE (3585±20 BP, PSUAMS-7548)","1938-1700 calBCE (3508±40 BP, UBA-31379)",Russia_Omsk_EMBA_Irtysh_SeimaTurbino-1,Russia_Rostovka_EMBA_Irtysh_SeimaTurbino,"Rostovka (Omsk Oblast, Omsk District, Rostovka Village)","Rostovka (Omsk Oblast, Omsk District, Rostovka Village)",Russia,Russia,55.029025,73.572794,55.029025,73.572794
I11048,ROT002,I11048.TW,ROT002.AG,212093,0.113342,0.112,0.114698,ZengReichNature2025,ChildebayevaHaakCommunBiol2024,"Rostovka, grave 5, No. 1439","Rostovka, grave 5","2021-1884 calBCE (3585±20 BP, PSUAMS-7548)","1938-1700 calBCE (3508±40 BP, UBA-31379)",Russia_Omsk_EMBA_Irtysh_SeimaTurbino-1,Russia_Rostovka_EMBA_Irtysh_SeimaTurbino,"Rostovka (Omsk Oblast, Omsk District, Rostovka Village)","Rostovka (Omsk Oblast, Omsk District, Rostovka Village)",Russia,Russia,55.029025,73.572794,55.029025,73.572794
JinlianshanM62,JinlianshanM62_sg,JinlianshanM62.AG,JinlianshanM62_sg.SG,470881,0.113621,0.112718,0.114531,WangFuScience2025,WangFuScience2025,JinlianshanM62,JinlianshanM62_sg,978-825 calBCE,978-825 calBCE,China_EIA,China_EIA,"Jinlianshan (Yunnan, Central_YN)","Jinlianshan (Yunnan, Central_YN)",China,China,24.7,103,24.7,103
I11048,ROT002,I11048.AG.TW,ROT002.AG,212699,0.114232,0.112887,0.115591,ZengReichNature2025,ChildebayevaHaakCommunBiol2024,"Rostovka, grave 5, No. 1439","Rostovka, grave 5","2021-1884 calBCE (3585±20 BP, PSUAMS-7548)","1938-1700 calBCE (3508±40 BP, UBA-31379)",Russia_Omsk_EMBA_Irtysh_SeimaTurbino-1,Russia_Rostovka_EMBA_Irtysh_SeimaTurbino,"Rostovka (Omsk Oblast, Omsk District, Rostovka Village)","Rostovka (Omsk Oblast, Omsk District, Rostovka Village)",Russia,Russia,55.029025,73.572794,55.029025,73.572794
UC8_8173,UC12_25,UC8_8173.SG,UC12_25.SG,912204,0.115095,0.114442,0.115751,BongersFehren-SchmitzPNAS2020,BongersFehren-SchmitzPNAS2020,UC8_8173,UC12_25,"1398-1439 calCE (565±20 BP, UCIAMS-226334)",1400-1500 CE,Peru_ChinchaValley_LateHorizon,Peru_ChinchaValley_LateHorizon,UC-008 (Chincha Valley),UC-012 (Chincha Valley),Peru,Peru,-13.477239,-76.025299,-13.476219,-76.016683
FRS001,I0997,FRS001.SG,I0997.AG,60003,0.115928,0.113391,0.118514,WangPosthCurrBiol2023,ZengReichNature2025,FRS001,"BARN-005, Firsovo-XI (FirsovoXI-14, Firsovo XI, tomb 14; raskop 3; gr. 14 (sk. 1))","5512-5375 calBCE (6490±26 BP, MAMS-48705)","5617-5479 calBCE (6595±30 BP, PSUAMS-4119)",Russia_AltaiKrai_LN,Russia_AltaiKrai_N,"Firsovo-14 (Altai Krai, Pervomaysky District, Firsovo Village)","Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)",Russia,Russia,53.34102,83.93039,53.34101,83.93039
