locality,bin_idx,bin_label,n_samples,n_pairs,median_pmr,lat,lon
"Kivutkalns (Vidzeme, Salaspils District)",2,"5,000-2,000 BP",10,44,0.2501828372478485,56.852,24.272
"Aesch (Basel-Landschaft, Laufen)",2,"5,000-2,000 BP",25,253,0.25019219517707825,47.46541299999999,7.601691
"S'Orcu ‘e Tueri (Sardinia, Nuoro, Perdasdefogu)",2,"5,000-2,000 BP",9,36,0.25025254487991333,39.667222,9.426111
"Cueva de las Lechuzas (Valencian community, Alicante, Villena)",2,"5,000-2,000 BP",10,45,0.25040796399116516,38.630293,-0.8629999999999999
"Jierzankale (Jirzankal) (Xinjiang, Kashi (Kashgar) Region, Tashikuergan (Taxkorgan) County)",2,"5,000-2,000 BP",13,78,0.25045156478881836,37.769999999999996,75.22000000000001
"Isbister (Scotland, Orkney)",2,"5,000-2,000 BP",5,6,0.2506915032863617,58.744960000000006,-2.91688
Rössberga,2,"5,000-2,000 BP",10,22,0.25074154138565063,58.22496430000001,13.610265000000002
"Riparo sotto roccia Su Asedazzu (Sardinia, South Sardinia, Seulo)",2,"5,000-2,000 BP",5,7,0.2507976293563843,39.87,9.2356
"Su Grutta 'e is Bittuleris (Sardinia, South Sardinia, Seulo)",2,"5,000-2,000 BP",5,5,0.2508615553379059,39.87,9.2356
"Afanasieva-Gora (Bateni) (Republic of Khakassia, Bogradsky District, Pervomayskoye Village)",2,"5,000-2,000 BP",8,28,0.25091075897216797,54.35661,90.919186
"Falköping-5 (Västra Götalands län, Falköping)",2,"5,000-2,000 BP",8,15,0.2510996162891388,58.166,13.573
"Boyanovo (Yambol province, Elhovo municipality)",2,"5,000-2,000 BP",6,14,0.2513370215892792,42.281573333333334,26.631043333333334
"Su Crucifissu Mannu (Sardinia, Sassari, Porto Torres)",2,"5,000-2,000 BP",11,55,0.25135448575019836,40.810297,8.442207300000002
"Perdasdefogu (Sardinia, Nuoro)",2,"5,000-2,000 BP",4,6,0.25156283378601074,39.683255,9.433333
"Camino del Molino (Murcia, Caravaca)",2,"5,000-2,000 BP",9,14,0.25169092416763306,38.102807,-1.8654409999999997
Frälsegården,2,"5,000-2,000 BP",32,409,0.2520736753940582,58.1644,13.4547
"Alto de la Huesera (Basque Country, Álava, Laguardia)",2,"5,000-2,000 BP",7,20,0.25225895643234253,42.56946,-2.5659999999999994
"Es Forat de ses Aritges (Balearic Islands, Menorca, Ciutadella)",2,"5,000-2,000 BP",6,7,0.2523232400417328,40.004934999999996,3.8620000000000005
"Links of Noltland (Scotland, Orkney, Westray)",2,"5,000-2,000 BP",22,42,0.2523989975452423,59.327009999999994,-3.0057199999999993
"Smiljan (Lika-Senj County, Grad Gospić)",2,"5,000-2,000 BP",6,15,0.25252094864845276,44.555384,15.310516000000002
"Grotte-des-Tortues (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)",2,"5,000-2,000 BP",4,6,0.25267526507377625,43.149777,3.060539
"El Mirador Cave (Castilla y León, Burgos, Atapuerca)",2,"5,000-2,000 BP",15,91,0.2530323266983032,42.33333330000001,-3.5
"Sima del Ángel (Andalusia, Córdoba, Lucena)",2,"5,000-2,000 BP",17,40,0.25328028202056885,37.24,-4.24
"Carrowkeel (County Sligo, Ballinacarrow)",2,"5,000-2,000 BP",6,15,0.25328329205513,54.058617000000005,-8.382059
Perachora Cave (Corinthia),2,"5,000-2,000 BP",5,9,0.25374656915664673,37.808,23.786
"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",2,"5,000-2,000 BP",6,15,0.2538371682167053,45.695289,18.564403
Yunatsite (Pazardzhik province),2,"5,000-2,000 BP",11,54,0.25387072563171387,42.230000000000004,24.26
"Puntal de los Carniceros (Valencian community, Alicante, Villena)",2,"5,000-2,000 BP",4,6,0.25401052832603455,38.627399,-0.864597
"Tuchoměřice (Central Bohemian Region, Prague-West District)",2,"5,000-2,000 BP",6,15,0.2541499733924866,50.137677,14.273410999999998
"Karasuk-3 (Republic of Khakassia, Bogradsky District, Pervomayskoye Village)",2,"5,000-2,000 BP",8,28,0.2542954087257385,54.619893,90.802179
"Koukounaries (Cyclades, Paros)",2,"5,000-2,000 BP",4,6,0.2547728419303894,37.126595,25.208784
"La Almoloya (Murcia, Pliego)",2,"5,000-2,000 BP",67,2095,0.2548283338546753,37.952759,-1.5079999999999998
"Humanejos (Community of Madrid, Parla)",2,"5,000-2,000 BP",12,16,0.2548390030860901,40.220000000000006,-3.7599999999999993
"Polizzello (Sicily, Caltanissetta)",2,"5,000-2,000 BP",19,171,0.2550351619720459,37.608431,13.834838
"Cova de la Guineu (Catalonia, Barcelona, Font-rubí)",2,"5,000-2,000 BP",13,47,0.25529223680496216,41.4391,1.5733
"La Bastida (Murcia, Totana)",2,"5,000-2,000 BP",10,40,0.25544998049736023,37.762609,-1.5619999999999998
"Buffa (Sicily, Palermo)",2,"5,000-2,000 BP",7,21,0.25579366087913513,37.90800000000001,13.477999999999998
"Spiridonovka-4 (Samara Oblast, Volzhsky District, Spiridonovka Village)",2,"5,000-2,000 BP",5,10,0.2558656930923462,53.029999999999994,50.39
Lazarides (Aegina),2,"5,000-2,000 BP",5,10,0.2559416592121124,37.721203,23.50542
"El Portalón Cave (Castilla y León, Burgos, Atapuerca)",2,"5,000-2,000 BP",7,13,0.2560720443725586,42.352669999999996,-3.5183199999999997
"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes arrondissement)",2,"5,000-2,000 BP",5,10,0.2561506927013397,43.6667,4.2333
"Königsbrunn-Obere-Kreuzstraße (Baugebiet-110) (Bayern, Schwaben, Augsburg-Landkreis)",2,"5,000-2,000 BP",18,63,0.25621646642684937,48.26656,10.87857
"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine arrondissement)",2,"5,000-2,000 BP",5,10,0.2562829256057739,48.55,3.5833
"Haunstetten-Unterer-Talweg-58-62 (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",2,"5,000-2,000 BP",6,8,0.25632244348526,48.31611,10.891530000000001
"Wervershoof-Zwaagdijk (Noord-Holland, Medemblik)",2,"5,000-2,000 BP",5,10,0.2563757300376892,52.712,5.145
"Anghelu Ruju (Sardinia, Sassari province)",2,"5,000-2,000 BP",8,21,0.2563925087451935,40.626667,8.323056
"Marcita (Sicily, Trapani, Castelvetrano)",2,"5,000-2,000 BP",5,10,0.2564362585544586,37.68,12.789
"Wartau (St. Gallen, Sankt Gallen)",2,"5,000-2,000 BP",8,21,0.2566013038158417,47.45,9.292
"Tepe Hissar (Semnan, Damghan)",2,"5,000-2,000 BP",9,36,0.2566039562225342,36.1544444,54.3836111
"Haunstetten-Postillionstraße (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",2,"5,000-2,000 BP",14,38,0.25661513209342957,48.295730000000006,10.89103
"Wehringen-Hochfeld (Bayern, Schwaben, Augsburg-Landkreis)",2,"5,000-2,000 BP",9,33,0.2566516697406769,48.25283,10.80879
"Tell-Atchana (Hatay, Reyhanlı)",2,"5,000-2,000 BP",10,45,0.2568050026893616,36.2378,36.3847
"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",2,"5,000-2,000 BP",6,15,0.2568341791629791,45.900833,15.700288
"Battlesbury Bowl (England, Wiltshire)",2,"5,000-2,000 BP",5,10,0.25693318247795105,51.217744,-2.136648
"Jirentaigoukou (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",10,45,0.2570091485977173,43.790000000000006,82.64
"De-Tuithoorn (Noord-Holland, Medemblik)",2,"5,000-2,000 BP",4,6,0.25702840089797974,52.733563,5.096183
"Zhagunluke (Zaghunluq) (Xinjiang, Bayinguoleng Region, Qiemo County)",2,"5,000-2,000 BP",15,63,0.25703996419906616,38.269999999999996,85.33
Beirut,2,"5,000-2,000 BP",16,119,0.2570790648460388,33.89639,35.50833
Tiryns (Argolid),2,"5,000-2,000 BP",4,6,0.2570856213569641,37.5995263,22.7995951
"Caishichang (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",8,25,0.25716233253479004,43.8,82.51
"Camino de las Yeseras (Community of Madrid, San Fernando de Henares)",2,"5,000-2,000 BP",15,27,0.25727444887161255,40.439721999999996,-3.5063889999999995
Velika Gruda,2,"5,000-2,000 BP",18,85,0.25728660821914673,42.366667,18.733333000000002
"Galls Carboners (Catalonia, Tarragona, Mont-ral)",2,"5,000-2,000 BP",7,21,0.2573177218437195,41.29160000000001,1.0638000000000003
"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",2,"5,000-2,000 BP",12,30,0.2573709487915039,43.9672237,16.432670800000004
"Roudnice-nad-Labem (Ústecký Region, Litoměřice District)",2,"5,000-2,000 BP",7,21,0.25740739703178406,50.41684300000001,14.245509
"Spreitenbach CWC (Aargau, Kulm)",2,"5,000-2,000 BP",11,55,0.25744548439979553,47.255,8.2158
"Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2,"5,000-2,000 BP",20,136,0.25747257471084595,48.222809999999996,10.84499
"Kamenny-Ambar-5 (Chelyabinsk Oblast, Kartalinskiy District, Yuzhno-Stepnoe Village)",2,"5,000-2,000 BP",50,994,0.25760266184806824,52.8166667,60.466666700000005
"Trethellan Farm (England, Cornwall, Redruth, Trethellan Water)",2,"5,000-2,000 BP",8,9,0.25766560435295105,50.203523,-5.199698
"Esperstedt (Sachsen-Anhalt, Sachsen-Anhalt, Saalekreis)",2,"5,000-2,000 BP",16,107,0.25770413875579834,51.42,11.68
"Ebla / Tell Mardikh (northwestern Syria, Idlib Governorate)",2,"5,000-2,000 BP",16,45,0.25777825713157654,35.798,36.798
"Aktogai (Abay Region, Urzhar District)",2,"5,000-2,000 BP",5,10,0.25778019428253174,46.9658667,80.0347333
"Over Narrows (England, Needingworth Quarry)",2,"5,000-2,000 BP",5,10,0.2577861547470093,52.34000000000001,0.03
"Pian Sultano (Lazio, Rome)",2,"5,000-2,000 BP",4,6,0.25794148445129395,42.0263,11.9483
"Surxondaryo Region, Rabat",2,"5,000-2,000 BP",19,52,0.2579476237297058,38.102999999999994,67.27500000000002
"Orak (Krasnoyarsk Krai, Sharypovsky District, Orak Ulus)",2,"5,000-2,000 BP",11,55,0.257951021194458,55.1924,89.3053
"Worlebury (England, North Somerset)",2,"5,000-2,000 BP",7,10,0.2579669654369354,51.357333999999994,-2.9882820000000003
"Villard (Provence-Alpes-Côte d'Azur Region, Alpes-de-Haute-Provence Department, Barcelonnette arrondissement, Lauzet-Ubaye)",2,"5,000-2,000 BP",8,28,0.2579762041568756,44.476,6.369
"Tarquinia (Lazio, Viterbo)",2,"5,000-2,000 BP",16,120,0.2580125629901886,42.249972,11.767892
"Brandýs-nad-Labem (Central Bohemian Region, Prague-East District)",2,"5,000-2,000 BP",10,45,0.25804784893989563,50.17420700000001,14.646466999999998
"Carsington Pasture Cave (England, Derbyshire, Brassington)",2,"5,000-2,000 BP",9,36,0.2580675482749939,53.079803,-1.640942
"Bisoba (Aqtöbe Region, Martök district, Rodinkovka vilage)",2,"5,000-2,000 BP",4,5,0.25809192657470703,50.65421,57.170474
"Devret-Höyük (Amasya, Suluova, Kanatpınar)",2,"5,000-2,000 BP",6,9,0.25810709595680237,40.69,35.56
Palace of Nestor (Pylos),2,"5,000-2,000 BP",10,24,0.25814682245254517,37.026797,21.694586000000005
"Leubingen-1 (Thüringen, Kyffhäuserkreis)",2,"5,000-2,000 BP",43,879,0.25817129015922546,51.190278000000006,11.169721999999998
Zagorje ob Savi (Zagorje ob Savi),2,"5,000-2,000 BP",4,6,0.25821608304977417,46.13711,14.992415
"Kápolnadomb-Gór (Vas County, Sárvár)",2,"5,000-2,000 BP",6,15,0.258254736661911,47.353728,16.794725
"Dali-1 (Jetisu Region, Aqsu District)",2,"5,000-2,000 BP",4,6,0.25829386711120605,45.1323778,79.3643944
"Oostwoud (Noord-Holland, Medemblik)",2,"5,000-2,000 BP",8,28,0.2583125829696655,52.733563,5.096183
"Gravelly Guy (England, Oxfordshire, Stanton Harcourt)",2,"5,000-2,000 BP",9,36,0.2583353519439697,51.74585,-1.416236
"Singen (Baden-Württemberg, Freiburg, Konstanz)",2,"5,000-2,000 BP",15,103,0.2583525478839874,47.76709700000001,8.872239000000004
"Songshugou (Xinjiang, Aletai Region, Jimunai (Jeminay) County)",2,"5,000-2,000 BP",11,54,0.2583945691585541,47.43999999999999,85.87
"Füzesabony-Kettőshalom (Csongrád-Csanád County, Csongrád)",2,"5,000-2,000 BP",5,6,0.2584354877471924,46.6883,20.02431
"G218 (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",9,32,0.2584664523601532,43.8,82.51
"Castillejo del Bonete (Castilla-La Mancha, Ciudad Real, Terrinches)",2,"5,000-2,000 BP",5,5,0.2585008442401886,38.5781,-2.8417
"Markotabödöge-Mohos-tóra-dűlő (Győr-Moson-Sopron County, Csorna)",2,"5,000-2,000 BP",6,15,0.25850173830986023,47.688333,17.298056
"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",2,"5,000-2,000 BP",7,21,0.2585112154483795,45.888056,20.166667
"Nepluyevsky Barrow Necropolis (Chelyabinsk Oblast, Kartaly district, Nepluyevka)",2,"5,000-2,000 BP",32,496,0.258539080619812,52.904,60.126
"El Sotillo (Basque Country, Álava, Laguardia)",2,"5,000-2,000 BP",9,28,0.25856781005859375,42.5731538,-2.621938
Obrežje,2,"5,000-2,000 BP",4,6,0.2586071491241455,45.847908,15.690421
"Covesea Caves (Scotland, Moray, Covesea)",2,"5,000-2,000 BP",5,10,0.258614182472229,57.719296,-3.3828680000000007
"Arslantepe (Malatya, Battalgazi)",2,"5,000-2,000 BP",4,6,0.2586204409599304,38.381944,38.361111
"Ashkelon (Southern District, Ashkelon)",2,"5,000-2,000 BP",10,25,0.2586231529712677,31.666667,34.566667
"Vetulonia (Tuscany, Grosseto)",2,"5,000-2,000 BP",10,36,0.2586584687232971,42.920709,10.971394
"Hostivice (Central Bohemian Region, Prague-West District)",2,"5,000-2,000 BP",4,6,0.25866568088531494,50.080377,14.27686
"Dibbles Farm (England, Somerset, Christon)",2,"5,000-2,000 BP",9,36,0.25872647762298584,51.313891,-2.885217
"Kútvölgyi-dűlő-Zamárdi-56-89 (Somogy County, Siófok)",2,"5,000-2,000 BP",9,21,0.2587476074695587,46.875901,17.96734
"Broxmouth (Scotland, East Lothian)",2,"5,000-2,000 BP",9,36,0.25887033343315125,55.988523,-2.480662
"Pocklington (England, East Riding of Yorkshire)",2,"5,000-2,000 BP",30,435,0.2588784992694855,53.9194,-0.7666399999999999
"Parkhai-2 (Balkan, Magtymguly)",2,"5,000-2,000 BP",6,10,0.25890451669692993,38.348048,56.24543
"Kazakh-Mys (Abay Region, Ayagöz District)",2,"5,000-2,000 BP",4,6,0.25894296169281006,46.94785,79.9880833
"Chouč (Ústecký Region, Teplice District)",2,"5,000-2,000 BP",5,10,0.25895002484321594,50.511285,13.767871
"Lechlade Memorial Hall / Skate Park (England, Gloucestershire, Lechlade-on-Thames)",2,"5,000-2,000 BP",4,6,0.25900137424468994,51.697969,-1.692092
"Maitan (Karaganda Region, Buqar Jıraw District)",2,"5,000-2,000 BP",9,36,0.2590157985687256,50.09,74.44
"Dzhoghaz (Tavush Province, Ijevan District)",2,"5,000-2,000 BP",6,15,0.2590482831001282,41.06,45.13999999999999
"Augsburg-Hugo-Eckener-Straße (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",2,"5,000-2,000 BP",12,36,0.25905463099479675,48.328520000000005,10.89819
"Radovesice (Ústecký Region, Litoměřice District)",2,"5,000-2,000 BP",16,120,0.25907808542251587,50.410265,14.074597
"Chleby (Central Bohemian Region, Nymburk District)",2,"5,000-2,000 BP",7,21,0.25910845398902893,50.215039,15.119066000000002
"Radovesice-2 (Ústecký Region, Litoměřice District)",2,"5,000-2,000 BP",18,120,0.2591577172279358,50.410265,14.074597000000002
"Casenovole (Tuscany, Grosseto)",2,"5,000-2,000 BP",12,39,0.2591664791107178,43.033319,11.332940000000002
"Değirmendere (Muğla, Yatağan)",2,"5,000-2,000 BP",12,66,0.25918155908584595,37.34000000000001,28.040000000000003
"Danebury (England, Hampshire, Nether Wallop)",2,"5,000-2,000 BP",9,27,0.2592078745365143,51.13768,-1.5384
"Praha-Zahradnictví (Prague Region, Prague District, Prague-5)",2,"5,000-2,000 BP",6,15,0.2593742609024048,50.0504153,14.3667267
"Kastrouli (Desfina, Phokis, near Delphi)",2,"5,000-2,000 BP",12,7,0.25937917828559875,38.399083000000005,22.575
"Kapitan-Andreevo (South) (province Haskovo, municipality Svilengrad)",2,"5,000-2,000 BP",12,42,0.2593993544578552,41.730000000000004,26.329999999999995
"Biddenham Loop (England, Bedfordshire)",2,"5,000-2,000 BP",9,36,0.2594197988510132,52.122402,-0.511365
"Suddern Farm (England, Hampshire, Middle Wallop)",2,"5,000-2,000 BP",10,36,0.25942230224609375,51.14041099999999,-1.595361
"Harlyn Bay (England, Cornwall, Padstow, Harlyn)",2,"5,000-2,000 BP",9,36,0.2595387399196625,50.539905,-4.997809
"Szigetszentmiklós-Üdülősor (Pest County, XXI. kerület)",2,"5,000-2,000 BP",5,10,0.25963664054870605,47.429954,19.051966
"Trumpington Meadows (England, Cambridgeshire)",2,"5,000-2,000 BP",8,28,0.2596387267112732,52.170279,0.105604
"Stradonice (Central Bohemian Region, Kladno District)",2,"5,000-2,000 BP",4,5,0.25970718264579773,50.291389,14.045556
"Kněževes (Central Bohemian Region, Prague-West District)",2,"5,000-2,000 BP",7,21,0.2597179412841797,50.119278,14.267059000000001
"Yarnton (England, Oxfordshire)",2,"5,000-2,000 BP",18,136,0.2597396671772003,51.79769999999999,-1.313464
"Brandýsek (Central Bohemian Region, Kladno District)",2,"5,000-2,000 BP",11,53,0.2597883939743042,50.18999999999999,14.157999999999998
"Atchana-Alalakh (Hatay, Reyhanlı)",2,"5,000-2,000 BP",28,352,0.2598112225532532,36.23778000000001,36.38472
"Kuokesuxi (Xinjiang, Yili Region, Tekesi County)",2,"5,000-2,000 BP",8,26,0.25982844829559326,43.08,81.52
"Velim-Kosa (Zadar County, Grad Benkovac)",2,"5,000-2,000 BP",5,6,0.25983113050460815,43.88741,15.72534
"Győr-Kert-utca (Győr-Moson-Sopron County, Győr)",2,"5,000-2,000 BP",10,36,0.2598841190338135,47.674394,17.630908
"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",2,"5,000-2,000 BP",38,471,0.25989532470703125,44.85200519999999,15.419944399999997
"Wattle Syke (England, West Yorkshire)",2,"5,000-2,000 BP",6,10,0.2599141597747803,53.9085,-1.384997
"Baq'ah (Balqa, Ardhah)",2,"5,000-2,000 BP",20,171,0.25991806387901306,32.080000000000005,35.830000000000005
"Kairan-1 (Karaganda Region, Qarqaralı district)",2,"5,000-2,000 BP",10,24,0.2599322199821472,48.74175000000001,76.99573
"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",2,"5,000-2,000 BP",18,133,0.2599649131298065,50.07884,14.280243
"CRL-Arman (Buzău County, Vernești, Cârlomănești)",2,"5,000-2,000 BP",9,24,0.2600173354148865,45.22509,26.68277
"East Kent Access Road (England, Kent, Ramsgate)",2,"5,000-2,000 BP",24,276,0.2600342035293579,51.328562,1.3542558
"Bagheri-Tchala (Lori Province, Tumanyan District)",2,"5,000-2,000 BP",14,77,0.26013556122779846,41.1406,44.83339999999999
"Kazburun-1 (Bashkortostan, Aurgazinsky District, Usmanovo Village)",2,"5,000-2,000 BP",9,27,0.2602348029613495,54.07,55.544
"Radovesice-1 (Ústecký Region, Litoměřice District)",2,"5,000-2,000 BP",11,45,0.26025691628456116,50.410265,14.074597
"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",2,"5,000-2,000 BP",19,171,0.2602660059928894,50.044984,14.339296
"Tian Shan, Central Steppe (Naryn Region, Naryn)",2,"5,000-2,000 BP",9,36,0.2602751851081848,41.45194446666667,75.48787036666666
"Praha-Jinonice-Butovická (Prague Region, Prague District, Prague-5)",2,"5,000-2,000 BP",7,15,0.2603101432323456,50.0504153,14.3667267
"Nerkin-Getashen (Gegharkunik Province, Martuni District)",2,"5,000-2,000 BP",12,43,0.2603137493133545,40.146666999999994,45.26416699999999
"Thanet (England, Kent)",2,"5,000-2,000 BP",4,6,0.26032155752182007,51.3603,1.3405
"Praha-Kobylisy-Ke-Stírce (Prague Region, Prague District, Prague-8)",2,"5,000-2,000 BP",10,44,0.26033419370651245,50.12174749999999,14.456950799999998
"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",2,"5,000-2,000 BP",13,45,0.2603360116481781,48.8833,12.533199999999997
"Kolín-1 (Central Bohemian Region, Kolín District)",2,"5,000-2,000 BP",12,66,0.26043540239334106,50.033343,15.168083999999999
"Wutulan (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",12,60,0.26052674651145935,43.82999999999999,82.72000000000001
"Irlbach-LKR (Bayern, Niederbayern, Straubing-Bogen)",2,"5,000-2,000 BP",17,75,0.2605300545692444,48.841,12.75
"Faux Vesigneul (Grand Est Region, Marne Department, Châlons-en-Champagne arrondissement, Chemin de Coupetz)",2,"5,000-2,000 BP",22,86,0.2605321407318115,48.80181,4.27874
College Site (Sidon),2,"5,000-2,000 BP",5,10,0.2605357766151428,33.561623,35.371184
"Amesbury Down (England, Wiltshire)",2,"5,000-2,000 BP",20,160,0.2605443298816681,51.16802299999999,-1.7725402000000003
"Grishkin-Log-1 (Republic of Khakassia, Bogradsky District)",2,"5,000-2,000 BP",8,28,0.2605469822883606,54.6758333,90.8536111
"Monterozzi necropolis (Lazio, Viterbo, Tarquinia)",2,"5,000-2,000 BP",11,55,0.26055729389190674,42.25419999999999,11.757599999999998
Nästegården,2,"5,000-2,000 BP",6,5,0.2605597674846649,58.1544,13.5222
Megiddo (Jezreel Valley),2,"5,000-2,000 BP",35,409,0.26058024168014526,32.584720000000004,35.01694
"Roquepertuse (Provence-Alpes-Côte d'Azur Region, Bouches-du-Rhône Department, Aix-en-Provence arrondissement, Velaux)",2,"5,000-2,000 BP",7,13,0.26059380173683167,43.53000000000001,5.2700000000000005
"Konobrže (Ústecký Region, Most District)",2,"5,000-2,000 BP",7,10,0.26067301630973816,50.533635,13.61765
"Bitiya (Omsk Oblast, Sargatsky District, Uval'naya Bitiya Village)",2,"5,000-2,000 BP",11,23,0.26070478558540344,55.49929999999999,73.33550000000001
"Thame (England, Oxfordshire)",2,"5,000-2,000 BP",9,32,0.26072412729263306,51.75,-0.99
"Tatika (Southeast, Şırnak, Güçlükonak, Koçtepe köyü)",2,"5,000-2,000 BP",8,10,0.2607388198375702,37.5432,41.8662
"Chotín-1A (Nitra Region, Komárno District)",2,"5,000-2,000 BP",20,116,0.2608683109283447,47.808164000000005,18.218719000000004
"Lchashen (Gegharkunik Province, Sevan District)",2,"5,000-2,000 BP",16,120,0.26092013716697693,40.516618,44.933321
"Kópháza-Széles-földek (Győr-Moson-Sopron County, Sopron)",2,"5,000-2,000 BP",6,15,0.2609797418117523,47.647501,16.629722
"Gordion (Central, Ankara)",2,"5,000-2,000 BP",6,15,0.26103535294532776,39.65248,31.996658999999998
"Mikulovice (Pardubice Region, Pardubice District)",2,"5,000-2,000 BP",15,105,0.2610417604446411,49.99200399999999,15.776860999999998
"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",2,"5,000-2,000 BP",11,35,0.26107853651046753,42.01611100000001,20.369443999999998
"Berel (East Kazakhstan Region, Katonkaragay District)",2,"5,000-2,000 BP",7,21,0.2611258924007416,49.3435,86.37109999999998
"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",2,"5,000-2,000 BP",15,36,0.2611285448074341,42.1333,3.1083
"Święte (Subcarpathian Province, Jarosław County, Radymno)",2,"5,000-2,000 BP",5,6,0.26116472482681274,49.916111,22.860833
"Cliffs End Farm (England, Kent, Ramsgate)",2,"5,000-2,000 BP",20,179,0.2611950635910034,51.32921760000001,1.3695917999999998
"Tangbalesayi (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",6,15,0.26125457882881165,43.6,82.62
"Rowbarrow (England, Wiltshire, Salisbury)",2,"5,000-2,000 BP",12,55,0.2614080607891083,51.052725,-1.7862875
"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",2,"5,000-2,000 BP",30,435,0.26142802834510803,45.934721999999994,20.404444000000005
Crihana-Veche (Cahul District),2,"5,000-2,000 BP",7,10,0.26149189472198486,45.845833000000006,28.194722000000006
"Szigetszentmiklós-Felső-Ürge-hegyi-dűlő (Pest County, Szigetszentmiklós)",2,"5,000-2,000 BP",4,6,0.2614975571632385,47.383224,19.020252
"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",2,"5,000-2,000 BP",8,7,0.2615983486175537,37.044768,27.436551
"Hlinaia (Transnistria, Slobozia District)",2,"5,000-2,000 BP",10,30,0.2616264820098877,46.668400000000005,29.800099999999997
"Praha-Jinonice (Prague Region, Prague District, Prague-5)",2,"5,000-2,000 BP",43,613,0.2616764008998871,50.054384999999996,14.363387
"Praha-Ruzyně (Prague Region, Prague District, Prague-6)",2,"5,000-2,000 BP",6,15,0.2617024779319763,50.078134,14.312195000000001
"Obříství (Central Bohemian Region, Mělník District)",2,"5,000-2,000 BP",4,5,0.2617087662220001,50.292725,14.484945
"Zevakinskiy-stone-fence (East Kazakhstan Region, Shemonaikha District)",2,"5,000-2,000 BP",9,36,0.26171940565109253,50.2249,81.8367833
"Oylum-Höyük (Kilis, Kilis (merkez))",2,"5,000-2,000 BP",16,90,0.2617718577384949,36.69,37.17
"Shahr i Sokhta (Sistan and Baluchestan, Hamun)",2,"5,000-2,000 BP",19,77,0.26178044080734253,30.649857000000004,61.400311000000016
"Vliněves (Central Bohemian Region, Mělník District)",2,"5,000-2,000 BP",44,865,0.26178333163261414,50.365945,14.446605999999997
"Sappali-Tepe (Surxondaryo Region, Muzrabad)",2,"5,000-2,000 BP",14,91,0.2617911994457245,37.4166667,66.83333330000002
"Himera (Sicily, Palermo, Termini Imerese)",2,"5,000-2,000 BP",29,233,0.26181966066360474,37.97229599999999,13.824735999999994
"Ham Hill (England, Somerset)",2,"5,000-2,000 BP",14,71,0.26183030009269714,50.949984999999984,-2.735841999999999
"Black-Fortress (Shirak Province, Akhuryan District)",2,"5,000-2,000 BP",5,10,0.2618368864059448,40.78238,43.82529
"Fin Cop (England, Derbyshire)",2,"5,000-2,000 BP",13,60,0.26186543703079224,53.23583299999999,-1.7369440000000003
"Tell-Kran (province Stara Zagora, municipality Kazanlak)",2,"5,000-2,000 BP",5,10,0.26188522577285767,42.666642,25.373858
Shirenzigou (Northwest Xinjian),2,"5,000-2,000 BP",11,24,0.2619660496711731,43.60969999999999,93.1667
"Dzharkutan (Surxondaryo Region, Sherabad)",2,"5,000-2,000 BP",10,36,0.26199063658714294,37.75,67.0
"Harjis (Syunik Province, Tatev Municipality)",2,"5,000-2,000 BP",6,15,0.26199138164520264,39.431305,46.226678
"Noratus (Gegharkunik Province, Gavar District)",2,"5,000-2,000 BP",21,210,0.26202958822250366,40.37393099999999,45.181233000000006
"Brardzryal (Lori Province, Vanadzor District)",2,"5,000-2,000 BP",7,21,0.2620597779750824,40.91666,44.5
"Wuzan (Xinjiang, Yili Region, Nileke County)",2,"5,000-2,000 BP",5,9,0.26220300793647766,43.22,81.84
Plaosnik-Ohrid,2,"5,000-2,000 BP",5,10,0.26224151253700256,41.11,20.79
"Praha-Miškovice (Prague Region, Prague District)",2,"5,000-2,000 BP",8,27,0.2622903883457184,50.156484,14.538727
